cell.type,sample.id,file.i,N.data,max.segments,sum.splits,max.depth
tcell,McGill0026,88,864,N.data,10244,22
tcell,McGill0027,88,1153,19,6310,9
tcell,McGill0027,88,1153,N.data,13507,20
tcell,McGill0028,88,1183,19,6563,7
tcell,McGill0028,88,1183,N.data,14094,25
tcell,McGill0029,88,951,19,5418,8
tcell,McGill0029,88,951,N.data,11005,22
tcell,McGill0059,88,776,19,4558,7
tcell,McGill0059,88,776,N.data,9030,22
tcell,McGill0095,88,749,19,4652,8
tcell,McGill0095,88,749,N.data,8694,21
tcell,McGill0102,88,1058,19,5920,7
tcell,McGill0102,88,1058,N.data,12443,24
tcell,McGill0106,88,960,19,5182,8
tcell,McGill0106,88,960,N.data,11104,21
tcell,McGill0107,88,1016,19,5338,7
tcell,McGill0107,88,1016,N.data,11432,20
monocyte,McGill0001,88,2290,19,12280,6
monocyte,McGill0001,88,2290,N.data,28471,22
monocyte,McGill0002,88,3341,19,17465,6
monocyte,McGill0002,88,3341,N.data,41628,24
monocyte,McGill0058,88,1092,19,5854,6
monocyte,McGill0058,88,1092,N.data,12281,20
monocyte,McGill0079,88,3704,19,19480,6
monocyte,McGill0079,88,3704,N.data,49446,26
monocyte,McGill0101,88,1283,19,6797,7
monocyte,McGill0101,88,1283,N.data,14888,20
monocyte,McGill0104,88,1614,19,8942,6
monocyte,McGill0104,88,1614,N.data,19377,22
bcell,McGill0091,88,454,19,2953,8
bcell,McGill0091,88,454,N.data,5143,21
bcell,McGill0322,88,992,19,7435,11
bcell,McGill0322,88,992,N.data,14202,30
skeletalMuscleCtrl,McGill0019,89,6575,19,36764,6
skeletalMuscleCtrl,McGill0019,89,6575,N.data,95608,29
skeletalMuscleCtrl,McGill0036,89,6197,19,35705,6
skeletalMuscleCtrl,McGill0036,89,6197,N.data,89671,27
skeletalMuscleCtrl,McGill0037,89,6177,19,34719,7
skeletalMuscleCtrl,McGill0037,89,6177,N.data,89379,31
skeletalMuscleMD,McGill0012,89,8842,19,50476,6
skeletalMuscleMD,McGill0012,89,8842,N.data,133640,28
skeletalMuscleMD,McGill0013,89,6094,19,35662,6
skeletalMuscleMD,McGill0013,89,6094,N.data,87739,26
skeletalMuscleMD,McGill0014,89,5675,19,33249,7
skeletalMuscleMD,McGill0014,89,5675,N.data,82740,27
skeletalMuscleMD,McGill0016,89,2979,19,16295,6
skeletalMuscleMD,McGill0016,89,2979,N.data,39319,24
kidney,McGill0023,89,1408,19,7828,6
kidney,McGill0023,89,1408,N.data,17823,30
kidneyCancer,McGill0022,89,6460,19,37042,7
kidneyCancer,McGill0022,89,6460,N.data,94112,26
leukemiaCD19CD10BCells,McGill0267,89,3019,19,16881,7
leukemiaCD19CD10BCells,McGill0267,89,3019,N.data,41284,26
kidneyCancer,McGill0022,90,10586,19,63255,10
kidneyCancer,McGill0022,90,10586,N.data,171573,34
leukemiaCD19CD10BCells,McGill0267,90,6227,19,43667,9
leukemiaCD19CD10BCells,McGill0267,90,6227,N.data,108866,35
skeletalMuscleCtrl,McGill0019,90,7599,19,31823,7
skeletalMuscleCtrl,McGill0019,90,7599,N.data,124708,37
skeletalMuscleCtrl,McGill0036,90,5733,19,31232,6
skeletalMuscleCtrl,McGill0036,90,5733,N.data,90959,33
skeletalMuscleCtrl,McGill0037,90,7303,19,41429,6
skeletalMuscleCtrl,McGill0037,90,7303,N.data,114552,28
skeletalMuscleMD,McGill0012,90,9844,19,53047,6
skeletalMuscleMD,McGill0012,90,9844,N.data,156353,29
skeletalMuscleMD,McGill0013,90,5587,19,30313,6
skeletalMuscleMD,McGill0013,90,5587,N.data,86032,36
skeletalMuscleMD,McGill0014,90,6203,19,29668,6
skeletalMuscleMD,McGill0014,90,6203,N.data,113395,42
skeletalMuscleMD,McGill0016,90,2403,19,12326,6
skeletalMuscleMD,McGill0016,90,2403,N.data,36531,46
kidney,McGill0023,90,2830,19,14686,9
kidney,McGill0023,90,2830,N.data,41375,30
kidney,McGill0023,91,1561,19,8546,8
kidney,McGill0023,91,1561,N.data,21471,31
kidneyCancer,McGill0022,91,10051,19,57566,6
kidneyCancer,McGill0022,91,10051,N.data,155688,26
leukemiaCD19CD10BCells,McGill0267,91,3603,19,21889,10
leukemiaCD19CD10BCells,McGill0267,91,3603,N.data,54733,30
skeletalMuscleCtrl,McGill0019,91,9219,19,49694,7
skeletalMuscleCtrl,McGill0019,91,9219,N.data,144918,34
skeletalMuscleCtrl,McGill0036,91,7996,19,42982,5
skeletalMuscleCtrl,McGill0036,91,7996,N.data,119472,27
skeletalMuscleCtrl,McGill0037,91,8519,19,45327,7
skeletalMuscleCtrl,McGill0037,91,8519,N.data,130691,29
skeletalMuscleMD,McGill0012,91,10094,19,55786,7
skeletalMuscleMD,McGill0012,91,10094,N.data,157501,29
skeletalMuscleMD,McGill0013,91,8322,19,46404,7
skeletalMuscleMD,McGill0013,91,8322,N.data,125329,28
skeletalMuscleMD,McGill0014,91,7437,19,42906,6
skeletalMuscleMD,McGill0014,91,7437,N.data,111154,30
skeletalMuscleMD,McGill0016,91,3527,19,20081,6
skeletalMuscleMD,McGill0016,91,3527,N.data,49781,29
kidney,McGill0023,92,1776,19,9626,7
kidney,McGill0023,92,1776,N.data,23925,31
kidneyCancer,McGill0022,92,7520,19,40955,7
kidneyCancer,McGill0022,92,7520,N.data,114879,34
leukemiaCD19CD10BCells,McGill0267,92,3856,19,20319,6
leukemiaCD19CD10BCells,McGill0267,92,3856,N.data,56392,33
skeletalMuscleCtrl,McGill0019,92,6468,19,34806,8
skeletalMuscleCtrl,McGill0019,92,6468,N.data,96535,32
skeletalMuscleCtrl,McGill0036,92,5507,19,31474,8
skeletalMuscleCtrl,McGill0036,92,5507,N.data,82941,33
skeletalMuscleCtrl,McGill0037,92,5906,19,31490,8
skeletalMuscleCtrl,McGill0037,92,5906,N.data,92438,38
skeletalMuscleMD,McGill0012,92,7866,19,41521,8
skeletalMuscleMD,McGill0012,92,7866,N.data,122877,34
skeletalMuscleMD,McGill0013,92,5563,19,31363,9
skeletalMuscleMD,McGill0013,92,5563,N.data,88955,41
skeletalMuscleMD,McGill0014,92,5598,19,32195,8
skeletalMuscleMD,McGill0014,92,5598,N.data,88132,35
skeletalMuscleMD,McGill0016,92,2600,19,14465,7
skeletalMuscleMD,McGill0016,92,2600,N.data,34541,25
skeletalMuscleCtrl,McGill0019,93,4373,19,22595,8
skeletalMuscleCtrl,McGill0019,93,4373,N.data,60281,28
skeletalMuscleCtrl,McGill0036,93,4424,19,24969,6
skeletalMuscleCtrl,McGill0036,93,4424,N.data,61886,26
skeletalMuscleCtrl,McGill0037,93,5100,19,26923,7
skeletalMuscleCtrl,McGill0037,93,5100,N.data,70311,25
skeletalMuscleMD,McGill0012,93,3846,19,22120,7
skeletalMuscleMD,McGill0012,93,3846,N.data,52256,26
skeletalMuscleMD,McGill0013,93,3779,19,20716,7
skeletalMuscleMD,McGill0013,93,3779,N.data,50061,24
skeletalMuscleMD,McGill0014,93,3754,19,19297,7
skeletalMuscleMD,McGill0014,93,3754,N.data,50097,28
skeletalMuscleMD,McGill0016,93,1771,19,9498,6
skeletalMuscleMD,McGill0016,93,1771,N.data,21351,24
kidney,McGill0023,93,1009,19,5789,7
kidney,McGill0023,93,1009,N.data,12248,27
kidneyCancer,McGill0022,93,2218,19,12765,7
kidneyCancer,McGill0022,93,2218,N.data,30451,27
leukemiaCD19CD10BCells,McGill0267,93,1378,19,9887,10
leukemiaCD19CD10BCells,McGill0267,93,1378,N.data,18533,25
kidney,McGill0023,94,1653,19,6929,8
kidney,McGill0023,94,1653,N.data,21380,27
kidneyCancer,McGill0022,94,7776,19,44226,7
kidneyCancer,McGill0022,94,7776,N.data,114558,27
leukemiaCD19CD10BCells,McGill0267,94,2745,19,14145,6
leukemiaCD19CD10BCells,McGill0267,94,2745,N.data,36683,28
skeletalMuscleCtrl,McGill0019,94,6273,19,36022,6
skeletalMuscleCtrl,McGill0019,94,6273,N.data,93197,29
skeletalMuscleCtrl,McGill0036,94,5745,19,32996,6
skeletalMuscleCtrl,McGill0036,94,5745,N.data,81824,27
skeletalMuscleCtrl,McGill0037,94,5639,19,31428,7
skeletalMuscleCtrl,McGill0037,94,5639,N.data,80565,30
skeletalMuscleMD,McGill0012,94,7509,19,41317,7
skeletalMuscleMD,McGill0012,94,7509,N.data,112210,29
skeletalMuscleMD,McGill0013,94,5688,19,31558,6
skeletalMuscleMD,McGill0013,94,5688,N.data,79977,29
skeletalMuscleMD,McGill0014,94,5216,19,28711,6
skeletalMuscleMD,McGill0014,94,5216,N.data,73889,28
skeletalMuscleMD,McGill0016,94,2684,19,15766,7
skeletalMuscleMD,McGill0016,94,2684,N.data,35543,27
leukemiaCD19CD10BCells,McGill0267,95,17442,19,93597,7
leukemiaCD19CD10BCells,McGill0267,95,17442,N.data,376197,44
skeletalMuscleCtrl,McGill0019,95,28246,19,146622,8
skeletalMuscleCtrl,McGill0019,95,28246,N.data,565803,50
skeletalMuscleCtrl,McGill0036,95,23411,19,126131,7
skeletalMuscleCtrl,McGill0036,95,23411,N.data,449145,49
skeletalMuscleCtrl,McGill0037,95,25910,19,143754,8
skeletalMuscleCtrl,McGill0037,95,25910,N.data,486144,45
skeletalMuscleMD,McGill0012,95,31465,19,152346,7
skeletalMuscleMD,McGill0012,95,31465,N.data,597397,54
skeletalMuscleMD,McGill0013,95,22907,19,116790,7
skeletalMuscleMD,McGill0013,95,22907,N.data,436687,60
skeletalMuscleMD,McGill0014,95,22205,19,107517,6
skeletalMuscleMD,McGill0014,95,22205,N.data,466881,56
skeletalMuscleMD,McGill0016,95,9190,19,48068,7
skeletalMuscleMD,McGill0016,95,9190,N.data,169754,56
kidney,McGill0023,95,10061,19,57143,7
kidney,McGill0023,95,10061,N.data,180475,37
kidneyCancer,McGill0022,95,21077,19,103034,6
kidneyCancer,McGill0022,95,21077,N.data,414964,51
kidney,McGill0023,96,3852,19,20223,6
kidney,McGill0023,96,3852,N.data,62422,42
kidneyCancer,McGill0022,96,8756,19,46211,6
kidneyCancer,McGill0022,96,8756,N.data,135183,29
leukemiaCD19CD10BCells,McGill0267,96,3908,19,22073,7
leukemiaCD19CD10BCells,McGill0267,96,3908,N.data,63325,31
skeletalMuscleCtrl,McGill0019,96,4872,19,24203,7
skeletalMuscleCtrl,McGill0019,96,4872,N.data,75235,33
skeletalMuscleCtrl,McGill0036,96,3831,19,22149,8
skeletalMuscleCtrl,McGill0036,96,3831,N.data,55117,33
skeletalMuscleCtrl,McGill0037,96,4257,19,22748,7
skeletalMuscleCtrl,McGill0037,96,4257,N.data,65551,40
skeletalMuscleMD,McGill0012,96,5773,19,30631,9
skeletalMuscleMD,McGill0012,96,5773,N.data,89028,34
skeletalMuscleMD,McGill0013,96,3639,19,20118,8
skeletalMuscleMD,McGill0013,96,3639,N.data,52080,28
skeletalMuscleMD,McGill0014,96,4170,19,24638,7
skeletalMuscleMD,McGill0014,96,4170,N.data,65688,32
skeletalMuscleMD,McGill0016,96,1889,19,11092,7
skeletalMuscleMD,McGill0016,96,1889,N.data,25214,26
kidney,McGill0023,97,3882,19,22662,7
kidney,McGill0023,97,3882,N.data,65685,34
kidneyCancer,McGill0022,97,12308,19,64589,7
kidneyCancer,McGill0022,97,12308,N.data,199916,40
leukemiaCD19CD10BCells,McGill0267,97,10089,19,55388,6
leukemiaCD19CD10BCells,McGill0267,97,10089,N.data,161309,33
skeletalMuscleCtrl,McGill0019,97,7201,19,38939,7
skeletalMuscleCtrl,McGill0019,97,7201,N.data,122699,34
skeletalMuscleCtrl,McGill0036,97,5635,19,31842,8
skeletalMuscleCtrl,McGill0036,97,5635,N.data,89024,38
skeletalMuscleCtrl,McGill0037,97,7277,19,37495,7
skeletalMuscleCtrl,McGill0037,97,7277,N.data,123533,38
skeletalMuscleMD,McGill0012,97,10206,19,57160,7
skeletalMuscleMD,McGill0012,97,10206,N.data,165453,35
skeletalMuscleMD,McGill0013,97,6741,19,40698,7
skeletalMuscleMD,McGill0013,97,6741,N.data,111467,47
skeletalMuscleMD,McGill0014,97,7170,19,39253,7
skeletalMuscleMD,McGill0014,97,7170,N.data,131302,52
skeletalMuscleMD,McGill0016,97,2574,19,14703,7
skeletalMuscleMD,McGill0016,97,2574,N.data,35576,27
kidneyCancer,McGill0022,98,8670,19,48702,7
kidneyCancer,McGill0022,98,8670,N.data,128976,28
skeletalMuscleCtrl,McGill0019,98,5971,19,33545,8
skeletalMuscleCtrl,McGill0019,98,5971,N.data,93356,35
skeletalMuscleCtrl,McGill0036,98,5505,19,31226,6
skeletalMuscleCtrl,McGill0036,98,5505,N.data,84420,39
skeletalMuscleCtrl,McGill0037,98,5657,19,31078,6
skeletalMuscleCtrl,McGill0037,98,5657,N.data,84209,32
skeletalMuscleMD,McGill0012,98,7830,19,45158,8
skeletalMuscleMD,McGill0012,98,7830,N.data,118409,33
skeletalMuscleMD,McGill0013,98,5383,19,30869,6
skeletalMuscleMD,McGill0013,98,5383,N.data,80713,35
skeletalMuscleMD,McGill0014,98,5435,19,29386,7
skeletalMuscleMD,McGill0014,98,5435,N.data,84031,32
skeletalMuscleMD,McGill0016,98,2505,19,14923,7
skeletalMuscleMD,McGill0016,98,2505,N.data,33841,27
kidney,McGill0023,98,2561,19,14481,8
kidney,McGill0023,98,2561,N.data,35200,25
leukemiaCD19CD10BCells,McGill0267,98,3373,19,14611,8
leukemiaCD19CD10BCells,McGill0267,98,3373,N.data,50535,33
kidneyCancer,McGill0022,99,12804,19,63557,7
kidneyCancer,McGill0022,99,12804,N.data,197564,31
leukemiaCD19CD10BCells,McGill0267,99,5245,19,34436,9
leukemiaCD19CD10BCells,McGill0267,99,5245,N.data,95985,36
skeletalMuscleCtrl,McGill0019,99,10008,19,54702,7
skeletalMuscleCtrl,McGill0019,99,10008,N.data,152944,28
skeletalMuscleCtrl,McGill0036,99,8795,19,48826,7
skeletalMuscleCtrl,McGill0036,99,8795,N.data,134468,29
skeletalMuscleCtrl,McGill0037,99,11211,19,62297,7
skeletalMuscleCtrl,McGill0037,99,11211,N.data,174234,28
skeletalMuscleMD,McGill0012,99,13195,19,81520,9
skeletalMuscleMD,McGill0012,99,13195,N.data,218166,33
skeletalMuscleMD,McGill0013,99,8144,19,48413,8
skeletalMuscleMD,McGill0013,99,8144,N.data,126692,32
skeletalMuscleMD,McGill0014,99,9026,19,50097,8
skeletalMuscleMD,McGill0014,99,9026,N.data,148249,60
skeletalMuscleMD,McGill0016,99,3364,19,18232,8
skeletalMuscleMD,McGill0016,99,3364,N.data,46335,25
kidney,McGill0023,99,4276,19,22604,7
kidney,McGill0023,99,4276,N.data,64613,30
kidneyCancer,McGill0022,100,29359,19,161035,7
kidneyCancer,McGill0022,100,29359,N.data,536802,41
skeletalMuscleCtrl,McGill0019,100,31375,19,154843,10
skeletalMuscleCtrl,McGill0019,100,31375,N.data,590608,41
skeletalMuscleCtrl,McGill0036,100,21920,19,120729,7
skeletalMuscleCtrl,McGill0036,100,21920,N.data,383617,37
skeletalMuscleCtrl,McGill0037,100,28837,19,146848,9
skeletalMuscleCtrl,McGill0037,100,28837,N.data,538206,41
skeletalMuscleMD,McGill0012,100,33963,19,173014,7
skeletalMuscleMD,McGill0012,100,33963,N.data,621270,48
skeletalMuscleMD,McGill0013,100,23008,19,127139,8
skeletalMuscleMD,McGill0013,100,23008,N.data,414385,39
skeletalMuscleMD,McGill0014,100,23743,19,123664,8
skeletalMuscleMD,McGill0014,100,23743,N.data,442011,42
skeletalMuscleMD,McGill0016,100,8776,19,45515,7
skeletalMuscleMD,McGill0016,100,8776,N.data,143064,37
kidney,McGill0023,100,5116,19,26400,6
kidney,McGill0023,100,5116,N.data,92330,49
leukemiaCD19CD10BCells,McGill0267,100,17953,19,91856,9
leukemiaCD19CD10BCells,McGill0267,100,17953,N.data,347931,42
kidneyCancer,McGill0022,101,6301,19,33476,6
kidneyCancer,McGill0022,101,6301,N.data,93473,31
skeletalMuscleCtrl,McGill0019,101,4698,19,24918,6
skeletalMuscleCtrl,McGill0019,101,4698,N.data,65966,28
skeletalMuscleCtrl,McGill0036,101,3708,19,19960,6
skeletalMuscleCtrl,McGill0036,101,3708,N.data,51373,27
skeletalMuscleCtrl,McGill0037,101,4463,19,23267,6
skeletalMuscleCtrl,McGill0037,101,4463,N.data,65729,35
skeletalMuscleMD,McGill0012,101,5807,19,30792,7
skeletalMuscleMD,McGill0012,101,5807,N.data,91638,39
skeletalMuscleMD,McGill0013,101,3928,19,21105,6
skeletalMuscleMD,McGill0013,101,3928,N.data,55190,30
skeletalMuscleMD,McGill0014,101,4349,19,22867,7
skeletalMuscleMD,McGill0014,101,4349,N.data,64782,34
skeletalMuscleMD,McGill0016,101,1812,19,9452,7
skeletalMuscleMD,McGill0016,101,1812,N.data,23502,28
kidney,McGill0023,101,2365,19,12940,7
kidney,McGill0023,101,2365,N.data,33660,26
leukemiaCD19CD10BCells,McGill0267,101,4407,19,23450,7
leukemiaCD19CD10BCells,McGill0267,101,4407,N.data,65288,27
kidney,McGill0023,102,12961,19,59860,7
kidney,McGill0023,102,12961,N.data,277984,54
kidneyCancer,McGill0022,102,24120,19,131019,6
kidneyCancer,McGill0022,102,24120,N.data,428397,45
skeletalMuscleCtrl,McGill0019,102,14364,19,68449,7
skeletalMuscleCtrl,McGill0019,102,14364,N.data,298199,53
skeletalMuscleCtrl,McGill0036,102,10300,19,56452,6
skeletalMuscleCtrl,McGill0036,102,10300,N.data,177763,45
skeletalMuscleCtrl,McGill0037,102,14625,19,76909,6
skeletalMuscleCtrl,McGill0037,102,14625,N.data,289779,57
skeletalMuscleMD,McGill0012,102,18613,19,98723,7
skeletalMuscleMD,McGill0012,102,18613,N.data,344938,42
skeletalMuscleMD,McGill0013,102,11543,19,59538,8
skeletalMuscleMD,McGill0013,102,11543,N.data,219189,69
skeletalMuscleMD,McGill0014,102,15414,19,75387,6
skeletalMuscleMD,McGill0014,102,15414,N.data,343606,66
skeletalMuscleMD,McGill0016,102,4106,19,21801,7
skeletalMuscleMD,McGill0016,102,4106,N.data,71618,44
leukemiaCD19CD10BCells,McGill0267,102,14107,19,56615,7
leukemiaCD19CD10BCells,McGill0267,102,14107,N.data,321657,47
kidney,McGill0023,103,2542,19,13207,6
kidney,McGill0023,103,2542,N.data,34142,25
kidneyCancer,McGill0022,103,5659,19,29230,6
kidneyCancer,McGill0022,103,5659,N.data,79903,28
leukemiaCD19CD10BCells,McGill0267,103,2053,19,12996,8
leukemiaCD19CD10BCells,McGill0267,103,2053,N.data,30203,29
skeletalMuscleCtrl,McGill0019,103,1679,19,9263,8
skeletalMuscleCtrl,McGill0019,103,1679,N.data,24239,30
skeletalMuscleCtrl,McGill0036,103,1510,19,8292,7
skeletalMuscleCtrl,McGill0036,103,1510,N.data,18646,25
skeletalMuscleCtrl,McGill0037,103,1678,19,9658,6
skeletalMuscleCtrl,McGill0037,103,1678,N.data,23868,32
skeletalMuscleMD,McGill0012,103,2582,19,12916,7
skeletalMuscleMD,McGill0012,103,2582,N.data,34772,30
skeletalMuscleMD,McGill0013,103,1709,19,10057,6
skeletalMuscleMD,McGill0013,103,1709,N.data,21637,27
skeletalMuscleMD,McGill0014,103,1766,19,9301,7
skeletalMuscleMD,McGill0014,103,1766,N.data,23012,29
skeletalMuscleMD,McGill0016,103,617,19,3216,7
skeletalMuscleMD,McGill0016,103,617,N.data,6933,25
kidney,McGill0023,104,2705,19,15354,6
kidney,McGill0023,104,2705,N.data,43431,32
kidneyCancer,McGill0022,104,6225,19,32743,7
kidneyCancer,McGill0022,104,6225,N.data,94654,36
leukemiaCD19CD10BCells,McGill0267,104,4885,19,24931,7
leukemiaCD19CD10BCells,McGill0267,104,4885,N.data,78142,37
skeletalMuscleCtrl,McGill0019,104,6154,19,34279,6
skeletalMuscleCtrl,McGill0019,104,6154,N.data,96465,36
skeletalMuscleCtrl,McGill0036,104,4344,19,23670,7
skeletalMuscleCtrl,McGill0036,104,4344,N.data,63178,30
skeletalMuscleCtrl,McGill0037,104,5346,19,31367,8
skeletalMuscleCtrl,McGill0037,104,5346,N.data,79246,33
skeletalMuscleMD,McGill0012,104,6670,19,35406,9
skeletalMuscleMD,McGill0012,104,6670,N.data,103453,33
skeletalMuscleMD,McGill0013,104,4652,19,22796,7
skeletalMuscleMD,McGill0013,104,4652,N.data,70741,33
skeletalMuscleMD,McGill0014,104,5001,19,27208,7
skeletalMuscleMD,McGill0014,104,5001,N.data,75654,34
skeletalMuscleMD,McGill0016,104,2003,19,11300,6
skeletalMuscleMD,McGill0016,104,2003,N.data,26740,27
kidney,McGill0023,105,2311,19,13867,7
kidney,McGill0023,105,2311,N.data,31651,28
kidneyCancer,McGill0022,105,4981,19,28061,7
kidneyCancer,McGill0022,105,4981,N.data,71902,27
skeletalMuscleCtrl,McGill0019,105,3603,19,20680,8
skeletalMuscleCtrl,McGill0019,105,3603,N.data,54680,36
skeletalMuscleCtrl,McGill0036,105,3072,19,17772,7
skeletalMuscleCtrl,McGill0036,105,3072,N.data,41500,24
skeletalMuscleCtrl,McGill0037,105,3540,19,18511,7
skeletalMuscleCtrl,McGill0037,105,3540,N.data,48823,28
skeletalMuscleMD,McGill0012,105,4713,19,25584,8
skeletalMuscleMD,McGill0012,105,4713,N.data,67575,26
skeletalMuscleMD,McGill0013,105,3531,19,19548,7
skeletalMuscleMD,McGill0013,105,3531,N.data,52387,33
skeletalMuscleMD,McGill0014,105,3352,19,19167,6
skeletalMuscleMD,McGill0014,105,3352,N.data,49979,36
skeletalMuscleMD,McGill0016,105,1225,19,6704,7
skeletalMuscleMD,McGill0016,105,1225,N.data,14522,26
leukemiaCD19CD10BCells,McGill0267,105,2352,19,13289,5
leukemiaCD19CD10BCells,McGill0267,105,2352,N.data,35969,30
kidney,McGill0023,106,8971,19,51825,6
kidney,McGill0023,106,8971,N.data,183069,49
kidneyCancer,McGill0022,106,12823,19,63495,6
kidneyCancer,McGill0022,106,12823,N.data,216653,39
leukemiaCD19CD10BCells,McGill0267,106,9541,19,41974,7
leukemiaCD19CD10BCells,McGill0267,106,9541,N.data,204983,60
skeletalMuscleCtrl,McGill0019,106,16350,19,82440,8
skeletalMuscleCtrl,McGill0019,106,16350,N.data,300046,46
skeletalMuscleCtrl,McGill0036,106,14894,19,74095,7
skeletalMuscleCtrl,McGill0036,106,14894,N.data,255950,48
skeletalMuscleCtrl,McGill0037,106,16830,19,81712,7
skeletalMuscleCtrl,McGill0037,106,16830,N.data,290081,41
skeletalMuscleMD,McGill0012,106,17303,19,86921,7
skeletalMuscleMD,McGill0012,106,17303,N.data,298466,38
skeletalMuscleMD,McGill0013,106,13154,19,68505,8
skeletalMuscleMD,McGill0013,106,13154,N.data,227710,46
skeletalMuscleMD,McGill0014,106,15336,19,75247,9
skeletalMuscleMD,McGill0014,106,15336,N.data,269530,42
skeletalMuscleMD,McGill0016,106,5457,19,28516,6
skeletalMuscleMD,McGill0016,106,5457,N.data,82817,39
kidney,McGill0023,107,3410,19,19263,6
kidney,McGill0023,107,3410,N.data,50717,30
kidneyCancer,McGill0022,107,3788,19,19913,6
kidneyCancer,McGill0022,107,3788,N.data,55517,28
leukemiaCD19CD10BCells,McGill0267,107,3308,19,19048,6
leukemiaCD19CD10BCells,McGill0267,107,3308,N.data,63653,40
skeletalMuscleCtrl,McGill0019,107,12306,19,75472,7
skeletalMuscleCtrl,McGill0019,107,12306,N.data,203179,32
skeletalMuscleCtrl,McGill0036,107,12638,19,72948,6
skeletalMuscleCtrl,McGill0036,107,12638,N.data,206600,32
skeletalMuscleCtrl,McGill0037,107,11916,19,74485,7
skeletalMuscleCtrl,McGill0037,107,11916,N.data,193508,29
skeletalMuscleMD,McGill0012,107,12399,19,73925,7
skeletalMuscleMD,McGill0012,107,12399,N.data,196851,29
skeletalMuscleMD,McGill0013,107,11814,19,71621,6
skeletalMuscleMD,McGill0013,107,11814,N.data,193731,34
skeletalMuscleMD,McGill0014,107,11651,19,67476,6
skeletalMuscleMD,McGill0014,107,11651,N.data,186538,29
skeletalMuscleMD,McGill0016,107,5085,19,28657,5
skeletalMuscleMD,McGill0016,107,5085,N.data,78359,28
kidney,McGill0023,108,1268,19,7742,7
kidney,McGill0023,108,1268,N.data,17144,25
kidneyCancer,McGill0022,108,12766,19,69401,7
kidneyCancer,McGill0022,108,12766,N.data,201872,27
leukemiaCD19CD10BCells,McGill0267,108,3326,19,20162,7
leukemiaCD19CD10BCells,McGill0267,108,3326,N.data,50213,33
skeletalMuscleCtrl,McGill0019,108,4963,19,26318,6
skeletalMuscleCtrl,McGill0019,108,4963,N.data,74060,33
skeletalMuscleCtrl,McGill0036,108,3562,19,19074,7
skeletalMuscleCtrl,McGill0036,108,3562,N.data,55257,33
skeletalMuscleCtrl,McGill0037,108,3915,19,19777,8
skeletalMuscleCtrl,McGill0037,108,3915,N.data,56882,36
skeletalMuscleMD,McGill0012,108,5149,19,26612,7
skeletalMuscleMD,McGill0012,108,5149,N.data,79086,32
skeletalMuscleMD,McGill0013,108,4081,19,22288,6
skeletalMuscleMD,McGill0013,108,4081,N.data,59126,34
skeletalMuscleMD,McGill0014,108,4070,19,21056,7
skeletalMuscleMD,McGill0014,108,4070,N.data,61406,34
skeletalMuscleMD,McGill0016,108,1608,19,8635,6
skeletalMuscleMD,McGill0016,108,1608,N.data,20476,30
kidney,McGill0023,109,1669,19,8826,7
kidney,McGill0023,109,1669,N.data,25858,35
kidneyCancer,McGill0022,109,4603,19,23667,6
kidneyCancer,McGill0022,109,4603,N.data,66112,28
leukemiaCD19CD10BCells,McGill0267,109,3231,19,16124,7
leukemiaCD19CD10BCells,McGill0267,109,3231,N.data,47701,30
skeletalMuscleCtrl,McGill0019,109,6292,19,31574,6
skeletalMuscleCtrl,McGill0019,109,6292,N.data,96093,35
skeletalMuscleCtrl,McGill0036,109,4781,19,27824,6
skeletalMuscleCtrl,McGill0036,109,4781,N.data,69329,32
skeletalMuscleCtrl,McGill0037,109,5389,19,29034,7
skeletalMuscleCtrl,McGill0037,109,5389,N.data,76232,32
skeletalMuscleMD,McGill0012,109,5068,19,26160,6
skeletalMuscleMD,McGill0012,109,5068,N.data,73276,29
skeletalMuscleMD,McGill0013,109,4970,19,27349,7
skeletalMuscleMD,McGill0013,109,4970,N.data,71829,35
skeletalMuscleMD,McGill0014,109,5145,19,26346,6
skeletalMuscleMD,McGill0014,109,5145,N.data,82783,49
skeletalMuscleMD,McGill0016,109,2385,19,12519,7
skeletalMuscleMD,McGill0016,109,2385,N.data,32894,27
skeletalMuscleCtrl,McGill0019,110,23766,19,111099,7
skeletalMuscleCtrl,McGill0019,110,23766,N.data,494810,44
skeletalMuscleCtrl,McGill0036,110,15321,19,73860,7
skeletalMuscleCtrl,McGill0036,110,15321,N.data,290351,45
skeletalMuscleCtrl,McGill0037,110,23466,19,123445,7
skeletalMuscleCtrl,McGill0037,110,23466,N.data,447828,43
skeletalMuscleMD,McGill0012,110,24895,19,103704,9
skeletalMuscleMD,McGill0012,110,24895,N.data,522540,64
skeletalMuscleMD,McGill0013,110,13350,19,60268,9
skeletalMuscleMD,McGill0013,110,13350,N.data,299931,63
skeletalMuscleMD,McGill0014,110,18284,19,73472,7
skeletalMuscleMD,McGill0014,110,18284,N.data,406714,53
skeletalMuscleMD,McGill0016,110,6186,19,32657,7
skeletalMuscleMD,McGill0016,110,6186,N.data,107908,42
kidney,McGill0023,110,11666,19,66798,6
kidney,McGill0023,110,11666,N.data,254350,52
kidneyCancer,McGill0022,110,18663,19,80521,6
kidneyCancer,McGill0022,110,18663,N.data,347477,47
leukemiaCD19CD10BCells,McGill0267,110,16077,19,83800,6
leukemiaCD19CD10BCells,McGill0267,110,16077,N.data,418305,51
