N.data,n.segments,case,sum.splits,max.depth,max.segments
3555,10,best.heuristic,10628,9,10
3555,10,worst,35495,3554,10
3555,3555,best.heuristic,38565,12,N.data
3555,3555,worst,6317235,3554,N.data
3556,10,best.heuristic,10632,9,10
3556,10,worst,35505,3555,10
3556,3556,best.heuristic,38577,12,N.data
3556,3556,worst,6320790,3555,N.data
3557,10,best.heuristic,10634,9,10
3557,10,worst,35515,3556,10
3557,3557,best.heuristic,38589,12,N.data
3557,3557,worst,6324346,3556,N.data
3558,10,best.heuristic,10637,9,10
3558,10,worst,35525,3557,10
3558,3558,best.heuristic,38601,12,N.data
3558,3558,worst,6327903,3557,N.data
3559,10,best.heuristic,10639,9,10
3559,10,worst,35535,3558,10
3559,3559,best.heuristic,38613,12,N.data
3559,3559,worst,6331461,3558,N.data
3560,10,best.heuristic,10644,9,10
3560,10,worst,35545,3559,10
3560,3560,best.heuristic,38625,12,N.data
3560,3560,worst,6335020,3559,N.data
3766,10,best.heuristic,11260,9,10
3766,10,worst,37605,3765,10
3766,3766,best.heuristic,41097,12,N.data
3766,3766,worst,7089495,3765,N.data
3769,10,best.heuristic,11269,9,10
3769,10,worst,37635,3768,10
3769,3769,best.heuristic,41133,12,N.data
3769,3769,worst,7100796,3768,N.data
3771,10,best.heuristic,11274,9,10
3771,10,worst,37655,3770,10
3771,3771,best.heuristic,41157,12,N.data
3771,3771,worst,7108335,3770,N.data
3772,10,best.heuristic,11278,9,10
3772,10,worst,37665,3771,10
3772,3772,best.heuristic,41169,12,N.data
3772,3772,worst,7112106,3771,N.data
3773,10,best.heuristic,11280,9,10
3773,10,worst,37675,3772,10
3773,3773,best.heuristic,41181,12,N.data
3773,3773,worst,7115878,3772,N.data
3774,10,best.heuristic,11283,9,10
3774,10,worst,37685,3773,10
3774,3774,best.heuristic,41193,12,N.data
3774,3774,worst,7119651,3773,N.data
3775,10,best.heuristic,11285,9,10
3775,10,worst,37695,3774,10
3775,3775,best.heuristic,41205,12,N.data
3775,3775,worst,7123425,3774,N.data
3859,10,best.heuristic,11540,9,10
3859,10,worst,38535,3858,10
3859,3859,best.heuristic,42213,12,N.data
3859,3859,worst,7444011,3858,N.data
3862,10,best.heuristic,11549,9,10
3862,10,worst,38565,3861,10
3862,3862,best.heuristic,42249,12,N.data
3862,3862,worst,7455591,3861,N.data
3863,10,best.heuristic,11551,9,10
3863,10,worst,38575,3862,10
3863,3863,best.heuristic,42261,12,N.data
3863,3863,worst,7459453,3862,N.data
3864,10,best.heuristic,11556,9,10
3864,10,worst,38585,3863,10
3864,3864,best.heuristic,42273,12,N.data
3864,3864,worst,7463316,3863,N.data
3865,10,best.heuristic,11558,9,10
3865,10,worst,38595,3864,10
3865,3865,best.heuristic,42285,12,N.data
3865,3865,worst,7467180,3864,N.data
3866,10,best.heuristic,11561,9,10
3866,10,worst,38605,3865,10
3866,3866,best.heuristic,42297,12,N.data
3866,3866,worst,7471045,3865,N.data
3867,10,best.heuristic,11563,9,10
3867,10,worst,38615,3866,10
3867,3867,best.heuristic,42309,12,N.data
3867,3867,worst,7474911,3866,N.data
3868,10,best.heuristic,11567,9,10
3868,10,worst,38625,3867,10
3868,3868,best.heuristic,42321,12,N.data
3868,3868,worst,7478778,3867,N.data
3869,10,best.heuristic,11569,9,10
3869,10,worst,38635,3868,10
3869,3869,best.heuristic,42333,12,N.data
3869,3869,worst,7482646,3868,N.data
4174,10,best.heuristic,12483,9,10
4174,10,worst,41685,4173,10
4174,4174,best.heuristic,46071,13,N.data
4174,4174,worst,8709051,4173,N.data
4175,10,best.heuristic,12485,9,10
4175,10,worst,41695,4174,10
4175,4175,best.heuristic,46084,13,N.data
4175,4175,worst,8713225,4174,N.data
4178,10,best.heuristic,12496,9,10
4178,10,worst,41725,4177,10
4178,4178,best.heuristic,46123,13,N.data
4178,4178,worst,8725753,4177,N.data
4179,10,best.heuristic,12498,9,10
4179,10,worst,41735,4178,10
4179,4179,best.heuristic,46136,13,N.data
4179,4179,worst,8729931,4178,N.data
4180,10,best.heuristic,12502,9,10
4180,10,worst,41745,4179,10
4180,4180,best.heuristic,46149,13,N.data
4180,4180,worst,8734110,4179,N.data
4181,10,best.heuristic,12504,9,10
4181,10,worst,41755,4180,10
4181,4181,best.heuristic,46162,13,N.data
4181,4181,worst,8738290,4180,N.data
4182,10,best.heuristic,12507,9,10
4182,10,worst,41765,4181,10
4182,4182,best.heuristic,46175,13,N.data
4182,4182,worst,8742471,4181,N.data
4183,10,best.heuristic,12509,9,10
4183,10,worst,41775,4182,10
4183,4183,best.heuristic,46188,13,N.data
4183,4183,worst,8746653,4182,N.data
4184,10,best.heuristic,12514,9,10
4184,10,worst,41785,4183,10
4184,4184,best.heuristic,46201,13,N.data
4184,4184,worst,8750836,4183,N.data
4421,10,best.heuristic,13224,9,10
4421,10,worst,44155,4420,10
4421,4421,best.heuristic,49282,13,N.data
4421,4421,worst,9770410,4420,N.data
4422,10,best.heuristic,13227,9,10
4422,10,worst,44165,4421,10
4422,4422,best.heuristic,49295,13,N.data
4422,4422,worst,9774831,4421,N.data
4423,10,best.heuristic,13229,9,10
4423,10,worst,44175,4422,10
4423,4423,best.heuristic,49308,13,N.data
4423,4423,worst,9779253,4422,N.data
4424,10,best.heuristic,13234,9,10
4424,10,worst,44185,4423,10
4424,4424,best.heuristic,49321,13,N.data
4424,4424,worst,9783676,4423,N.data
4425,10,best.heuristic,13236,9,10
4425,10,worst,44195,4424,10
4425,4425,best.heuristic,49334,13,N.data
4425,4425,worst,9788100,4424,N.data
4427,10,best.heuristic,13241,9,10
4427,10,worst,44215,4426,10
4427,4427,best.heuristic,49360,13,N.data
4427,4427,worst,9796951,4426,N.data
4428,10,best.heuristic,13245,9,10
4428,10,worst,44225,4427,10
4428,4428,best.heuristic,49373,13,N.data
4428,4428,worst,9801378,4427,N.data
4429,10,best.heuristic,13247,9,10
4429,10,worst,44235,4428,10
4429,4429,best.heuristic,49386,13,N.data
4429,4429,worst,9805806,4428,N.data
4663,10,best.heuristic,13947,9,10
4663,10,worst,46575,4662,10
4663,4663,best.heuristic,52428,13,N.data
4663,4663,worst,10869453,4662,N.data
4666,10,best.heuristic,13957,9,10
4666,10,worst,46605,4665,10
4666,4666,best.heuristic,52467,13,N.data
4666,4666,worst,10883445,4665,N.data
4667,10,best.heuristic,13959,9,10
4667,10,worst,46615,4666,10
4667,4667,best.heuristic,52480,13,N.data
4667,4667,worst,10888111,4666,N.data
4669,10,best.heuristic,13965,9,10
4669,10,worst,46635,4668,10
4669,4669,best.heuristic,52506,13,N.data
4669,4669,worst,10897446,4668,N.data
4670,10,best.heuristic,13968,9,10
4670,10,worst,46645,4669,10
4670,4670,best.heuristic,52519,13,N.data
4670,4670,worst,10902115,4669,N.data
4671,10,best.heuristic,13970,9,10
4671,10,worst,46655,4670,10
4671,4671,best.heuristic,52532,13,N.data
4671,4671,worst,10906785,4670,N.data
4672,10,best.heuristic,13978,9,10
4672,10,worst,46665,4671,10
4672,4672,best.heuristic,52545,13,N.data
4672,4672,worst,10911456,4671,N.data
4673,10,best.heuristic,13980,9,10
4673,10,worst,46675,4672,10
4673,4673,best.heuristic,52558,13,N.data
4673,4673,worst,10916128,4672,N.data
4674,10,best.heuristic,13983,9,10
4674,10,worst,46685,4673,10
4674,4674,best.heuristic,52571,13,N.data
4674,4674,worst,10920801,4673,N.data
4848,10,best.heuristic,14503,9,10
4848,10,worst,48425,4847,10
4848,4848,best.heuristic,54833,13,N.data
4848,4848,worst,11749128,4847,N.data
4849,10,best.heuristic,14505,9,10
4849,10,worst,48435,4848,10
4849,4849,best.heuristic,54846,13,N.data
4849,4849,worst,11753976,4848,N.data
4850,10,best.heuristic,14508,9,10
4850,10,worst,48445,4849,10
4850,4850,best.heuristic,54859,13,N.data
4850,4850,worst,11758825,4849,N.data
4851,10,best.heuristic,14510,9,10
4851,10,worst,48455,4850,10
4851,4851,best.heuristic,54872,13,N.data
4851,4851,worst,11763675,4850,N.data
4852,10,best.heuristic,14514,9,10
4852,10,worst,48465,4851,10
4852,4852,best.heuristic,54885,13,N.data
4852,4852,worst,11768526,4851,N.data
4854,10,best.heuristic,14519,9,10
4854,10,worst,48485,4853,10
4854,4854,best.heuristic,54911,13,N.data
4854,4854,worst,11778231,4853,N.data
4855,10,best.heuristic,14521,9,10
4855,10,worst,48495,4854,10
4855,4855,best.heuristic,54924,13,N.data
4855,4855,worst,11783085,4854,N.data
4858,10,best.heuristic,14531,9,10
4858,10,worst,48525,4857,10
4858,4858,best.heuristic,54963,13,N.data
4858,4858,worst,11797653,4857,N.data
5608,10,best.heuristic,16780,9,10
5608,10,worst,56025,5607,10
5608,5608,best.heuristic,64713,13,N.data
5608,5608,worst,15722028,5607,N.data
5609,10,best.heuristic,16782,9,10
5609,10,worst,56035,5608,10
5609,5609,best.heuristic,64726,13,N.data
5609,5609,worst,15727636,5608,N.data
5611,10,best.heuristic,16787,9,10
5611,10,worst,56055,5610,10
5611,5611,best.heuristic,64752,13,N.data
5611,5611,worst,15738855,5610,N.data
5612,10,best.heuristic,16791,9,10
5612,10,worst,56065,5611,10
5612,5612,best.heuristic,64765,13,N.data
5612,5612,worst,15744466,5611,N.data
5613,10,best.heuristic,16793,9,10
5613,10,worst,56075,5612,10
5613,5613,best.heuristic,64778,13,N.data
5613,5613,worst,15750078,5612,N.data
5614,10,best.heuristic,16796,9,10
5614,10,worst,56085,5613,10
5614,5614,best.heuristic,64791,13,N.data
5614,5614,worst,15755691,5613,N.data
5617,10,best.heuristic,16806,9,10
5617,10,worst,56115,5616,10
5617,5617,best.heuristic,64830,13,N.data
5617,5617,worst,15772536,5616,N.data
5618,10,best.heuristic,16809,9,10
5618,10,worst,56125,5617,10
5618,5618,best.heuristic,64843,13,N.data
5618,5618,worst,15778153,5617,N.data
5619,10,best.heuristic,16811,9,10
5619,10,worst,56135,5618,10
5619,5619,best.heuristic,64856,13,N.data
5619,5619,worst,15783771,5618,N.data
5926,10,best.heuristic,17733,9,10
5926,10,worst,59205,5925,10
5926,5926,best.heuristic,68847,13,N.data
5926,5926,worst,17555775,5925,N.data
5928,10,best.heuristic,17740,9,10
5928,10,worst,59225,5927,10
5928,5928,best.heuristic,68873,13,N.data
5928,5928,worst,17567628,5927,N.data
5929,10,best.heuristic,17742,9,10
5929,10,worst,59235,5928,10
5929,5929,best.heuristic,68886,13,N.data
5929,5929,worst,17573556,5928,N.data
5930,10,best.heuristic,17745,9,10
5930,10,worst,59245,5929,10
5930,5930,best.heuristic,68899,13,N.data
5930,5930,worst,17579485,5929,N.data
5931,10,best.heuristic,17747,9,10
5931,10,worst,59255,5930,10
5931,5931,best.heuristic,68912,13,N.data
5931,5931,worst,17585415,5930,N.data
5932,10,best.heuristic,17751,9,10
5932,10,worst,59265,5931,10
5932,5932,best.heuristic,68925,13,N.data
5932,5932,worst,17591346,5931,N.data
5933,10,best.heuristic,17753,9,10
5933,10,worst,59275,5932,10
5933,5933,best.heuristic,68938,13,N.data
5933,5933,worst,17597278,5932,N.data
5934,10,best.heuristic,17756,9,10
5934,10,worst,59285,5933,10
5934,5934,best.heuristic,68951,13,N.data
5934,5934,worst,17603211,5933,N.data
5936,10,best.heuristic,17764,9,10
5936,10,worst,59305,5935,10
5936,5936,best.heuristic,68977,13,N.data
5936,5936,worst,17615080,5935,N.data
