profile.id,chromosome,N.data,max.segments,sum.splits,max.depth
202,4,150,10,614,5
202,4,150,N.data,1757,25
202,5,184,10,924,5
202,5,184,N.data,1864,20
202,6,155,10,701,5
202,6,155,N.data,1298,16
202,7,132,10,629,5
202,7,132,N.data,1023,13
202,8,125,10,503,5
202,8,125,N.data,979,15
202,9,118,10,499,5
202,9,118,N.data,860,13
202,X,98,10,495,5
202,X,98,N.data,910,17
202,Y,23,10,78,5
202,Y,23,N.data,86,6
203,1,300,10,1216,5
203,1,300,N.data,2876,16
203,10,60,10,230,5
203,10,60,N.data,407,14
203,11,76,10,352,7
203,11,76,N.data,521,12
203,12,127,10,565,6
203,12,127,N.data,1076,18
203,13,45,10,225,6
203,13,45,N.data,301,13
203,14,45,10,256,7
203,14,45,N.data,331,12
203,15,42,10,186,5
203,15,42,N.data,242,10
203,16,37,10,155,6
203,16,37,N.data,235,13
203,17,101,10,448,5
203,17,101,N.data,788,15
203,18,44,10,203,6
203,18,44,N.data,293,11
203,19,21,10,116,7
203,19,21,N.data,126,11
203,2,135,10,644,7
203,2,135,N.data,1367,16
203,20,43,10,209,6
203,20,43,N.data,300,14
203,21,25,10,110,5
203,21,25,N.data,137,12
203,22,40,10,148,6
203,22,40,N.data,206,10
203,3,120,10,471,6
203,3,120,N.data,1090,17
203,4,81,10,333,5
203,4,81,N.data,623,15
203,5,112,10,724,6
203,5,112,N.data,1291,18
203,6,101,10,495,5
203,6,101,N.data,756,12
203,7,71,10,408,7
203,7,71,N.data,560,13
203,8,69,10,306,5
203,8,69,N.data,491,14
203,9,69,10,310,5
203,9,69,N.data,519,12
203,X,52,10,238,6
203,X,52,N.data,319,10
204,1,441,10,2029,6
204,1,441,N.data,5254,24
204,10,130,10,674,5
204,10,130,N.data,1357,20
204,11,143,10,630,6
204,11,143,N.data,1182,14
204,12,197,10,707,6
204,12,197,N.data,2106,23
204,13,89,10,533,6
204,13,89,N.data,889,17
204,14,79,10,390,7
204,14,79,N.data,675,17
204,15,84,10,475,7
204,15,84,N.data,703,14
204,16,77,10,351,6
204,16,77,N.data,546,12
204,17,154,10,513,7
204,17,154,N.data,1221,14
204,18,75,10,288,6
204,18,75,N.data,495,13
204,19,44,10,178,6
204,19,44,N.data,242,11
204,2,250,10,772,5
204,2,250,N.data,2527,20
204,20,84,10,362,5
204,20,84,N.data,639,14
204,21,42,10,288,9
204,21,42,N.data,343,13
204,22,73,10,400,5
204,22,73,N.data,703,17
204,3,180,10,810,8
204,3,180,N.data,1861,19
204,4,150,10,699,5
204,4,150,N.data,1241,15
204,5,191,10,1087,7
204,5,191,N.data,1987,18
204,6,148,10,789,7
204,6,148,N.data,1467,17
204,7,116,10,535,8
204,7,116,N.data,959,17
204,8,121,10,740,8
204,8,121,N.data,1322,21
204,9,122,10,539,4
204,9,122,N.data,1065,16
204,X,118,10,507,7
204,X,118,N.data,942,15
204,Y,11,10,33,5
204,Y,11,N.data,33,6
205,1,481,10,2591,5
205,1,481,N.data,6585,33
205,10,151,10,745,5
205,10,151,N.data,1377,17
205,11,162,10,768,7
205,11,162,N.data,1633,25
205,12,205,10,1134,6
205,12,205,N.data,2348,22
205,13,91,10,393,7
205,13,91,N.data,805,21
205,14,100,10,502,6
205,14,100,N.data,844,14
205,15,88,10,404,6
205,15,88,N.data,615,11
205,16,91,10,462,5
205,16,91,N.data,827,18
205,17,171,10,681,5
205,17,171,N.data,1507,17
205,18,78,10,358,5
205,18,78,N.data,552,15
205,19,60,10,255,4
205,19,60,N.data,411,12
205,2,272,10,1505,5
205,2,272,N.data,3626,29
205,20,89,10,441,5
205,20,89,N.data,682,13
205,21,43,10,183,6
205,21,43,N.data,250,10
205,22,78,10,342,8
205,22,78,N.data,729,21
205,3,208,10,821,6
205,3,208,N.data,2049,22
205,4,176,10,906,5
205,4,176,N.data,1964,24
205,5,205,10,1090,6
205,5,205,N.data,2044,20
205,6,169,10,862,6
205,6,169,N.data,1956,25
205,7,134,10,506,6
205,7,134,N.data,1148,18
205,8,132,10,614,5
205,8,132,N.data,1239,16
205,9,125,10,522,5
205,9,125,N.data,1210,20
205,X,132,10,447,6
205,X,132,N.data,1088,15
205,Y,21,10,75,4
205,Y,21,N.data,84,7
206,1,502,10,1983,4
206,1,502,N.data,5480,20
206,10,160,10,700,7
206,10,160,N.data,1446,18
206,11,165,10,736,6
206,11,165,N.data,1372,14
206,12,213,10,930,6
206,12,213,N.data,1925,16
206,13,98,10,477,7
206,13,98,N.data,796,14
206,14,104,10,541,5
206,14,104,N.data,878,16
206,15,91,10,542,6
206,15,91,N.data,846,16
206,16,92,10,557,7
206,16,92,N.data,840,18
206,17,176,10,801,4
206,17,176,N.data,1706,17
206,18,86,10,379,5
206,18,86,N.data,614,12
206,19,61,10,293,6
206,19,61,N.data,453,15
206,2,282,10,1568,5
206,2,282,N.data,3542,23
206,20,96,10,375,5
206,20,96,N.data,675,13
206,21,45,10,281,7
206,21,45,N.data,348,14
206,22,82,10,298,6
206,22,82,N.data,721,18
206,3,217,10,1031,7
206,3,217,N.data,2002,16
206,4,184,10,859,8
206,4,184,N.data,2055,22
206,5,209,10,971,7
206,5,209,N.data,2268,21
206,6,177,10,795,5
206,6,177,N.data,1853,21
206,7,143,10,661,6
206,7,143,N.data,1316,15
206,8,142,10,601,5
206,8,142,N.data,1170,17
206,9,129,10,581,6
206,9,129,N.data,1158,20
206,X,137,10,526,5
206,X,137,N.data,1012,13
206,Y,19,10,79,6
206,Y,19,N.data,82,7
207,1,489,10,2396,6
207,1,489,N.data,5468,20
207,10,142,10,538,6
207,10,142,N.data,1250,16
207,11,154,10,897,6
207,11,154,N.data,1587,20
207,12,200,10,884,6
207,12,200,N.data,1775,17
207,13,92,10,385,7
207,13,92,N.data,711,15
207,14,97,10,447,5
207,14,97,N.data,762,14
207,15,84,10,341,4
207,15,84,N.data,568,12
207,16,93,10,543,6
207,16,93,N.data,794,16
207,17,173,10,876,5
207,17,173,N.data,1713,17
207,18,77,10,298,6
207,18,77,N.data,504,12
207,19,57,10,210,6
207,19,57,N.data,351,11
207,2,263,10,1157,5
207,2,263,N.data,3060,21
207,20,89,10,546,6
207,20,89,N.data,1080,23
207,21,43,10,186,5
207,21,43,N.data,288,12
207,22,81,10,333,4
207,22,81,N.data,643,14
207,3,201,10,896,5
207,3,201,N.data,1929,23
207,4,168,10,753,5
207,4,168,N.data,1660,20
207,5,197,10,858,5
207,5,197,N.data,1725,18
207,6,166,10,872,6
207,6,166,N.data,1519,15
207,7,139,10,849,6
207,7,139,N.data,1394,17
207,8,133,10,923,7
207,8,133,N.data,1567,21
207,9,125,10,520,4
207,9,125,N.data,958,15
207,X,110,10,438,6
207,X,110,N.data,811,12
207,Y,22,10,81,4
207,Y,22,N.data,88,7
208,1,481,10,2726,6
208,1,481,N.data,6643,27
208,10,136,10,688,5
208,10,136,N.data,1291,17
208,11,149,10,592,5
208,11,149,N.data,1320,15
208,12,195,10,714,5
208,12,195,N.data,1938,21
208,13,90,10,331,7
208,13,90,N.data,724,17
208,14,93,10,572,7
208,14,93,N.data,954,17
208,15,82,10,441,5
208,15,82,N.data,757,16
208,16,85,10,452,7
208,16,85,N.data,730,16
208,17,170,10,1037,6
208,17,170,N.data,1968,22
208,18,79,10,332,5
208,18,79,N.data,555,13
208,19,56,10,269,6
208,19,56,N.data,360,10
208,2,268,10,1133,5
208,2,268,N.data,2874,21
208,20,87,10,343,6
208,20,87,N.data,624,14
208,21,40,10,160,7
208,21,40,N.data,203,10
208,22,77,10,356,4
208,22,77,N.data,667,15
208,3,195,10,784,7
208,3,195,N.data,2025,21
208,4,168,10,961,7
208,4,168,N.data,1835,19
208,5,196,10,791,6
208,5,196,N.data,2204,21
208,6,155,10,880,5
208,6,155,N.data,1574,17
208,7,126,10,538,6
208,7,126,N.data,1130,20
208,8,128,10,581,7
208,8,128,N.data,1286,18
208,9,119,10,713,7
208,9,119,N.data,1251,19
208,X,125,10,731,7
208,X,125,N.data,1261,17
208,Y,19,10,65,5
208,Y,19,N.data,67,6
209,1,369,10,1639,4
209,1,369,N.data,4428,25
209,10,136,10,586,5
209,10,136,N.data,1143,14
209,11,154,10,597,7
209,11,154,N.data,1302,20
209,12,196,10,929,6
209,12,196,N.data,1722,14
209,13,81,10,407,7
209,13,81,N.data,660,14
209,14,99,10,415,4
209,14,99,N.data,743,13
209,15,84,10,326,4
209,15,84,N.data,728,16
209,16,89,10,537,7
209,16,89,N.data,799,17
209,17,163,10,597,6
209,17,163,N.data,1509,20
209,18,80,10,421,6
209,18,80,N.data,588,12
209,19,55,10,254,7
209,19,55,N.data,350,12
209,2,229,10,891,5
209,2,229,N.data,2088,17
209,20,83,10,452,7
209,20,83,N.data,690,17
209,21,43,10,182,6
209,21,43,N.data,262,12
209,22,81,10,439,6
209,22,81,N.data,671,14
209,3,176,10,977,5
209,3,176,N.data,1711,16
209,4,139,10,701,6
209,4,139,N.data,1413,17
209,5,183,10,726,5
209,5,183,N.data,1483,16
209,6,159,10,676,6
209,6,159,N.data,1425,17
209,7,125,10,524,6
209,7,125,N.data,1171,16
209,8,118,10,462,6
209,8,118,N.data,928,15
209,9,120,10,589,7
209,9,120,N.data,966,15
209,X,113,10,496,6
209,X,113,N.data,842,13
209,Y,21,10,77,5
209,Y,21,N.data,86,7
21,1,641,10,2202,6
21,1,641,N.data,7901,26
21,10,229,10,992,5
21,10,229,N.data,2022,16
21,11,231,10,1000,5
21,11,231,N.data,2282,19
21,12,292,10,1379,5
21,12,292,N.data,2808,16
21,13,155,10,884,6
21,13,155,N.data,1593,20
21,14,154,10,789,6
21,14,154,N.data,1372,14
21,15,134,10,699,6
21,15,134,N.data,1088,14
21,16,148,10,799,6
21,16,148,N.data,1381,17
21,17,247,10,1055,5
21,17,247,N.data,2186,17
21,18,126,10,619,6
21,18,126,N.data,1084,21
21,19,95,10,420,6
21,19,95,N.data,648,12
21,2,408,10,2143,6
21,2,408,N.data,4982,25
21,20,137,10,622,5
21,20,137,N.data,1087,15
21,21,68,10,356,7
21,21,68,N.data,494,14
21,22,102,10,538,6
21,22,102,N.data,882,16
21,3,386,10,1639,6
21,3,386,N.data,4202,23
21,4,320,10,1579,5
21,4,320,N.data,4403,29
21,5,305,10,1392,5
21,5,305,N.data,2842,17
21,6,274,10,1118,6
21,6,274,N.data,2586,17
21,7,233,10,1154,5
21,7,233,N.data,2471,22
21,8,303,10,1469,5
21,8,303,N.data,3314,21
21,9,191,10,759,7
21,9,191,N.data,1665,15
21,X,226,10,1036,4
21,X,226,N.data,2386,22
21,Y,43,10,215,6
21,Y,43,N.data,271,10
210,1,477,10,2564,6
210,1,477,N.data,6363,22
210,10,143,10,901,6
210,10,143,N.data,1615,22
210,11,154,10,778,5
210,11,154,N.data,1580,21
210,12,195,10,854,5
210,12,195,N.data,1857,16
210,13,92,10,413,8
210,13,92,N.data,754,13
210,14,98,10,509,5
210,14,98,N.data,867,14
210,15,82,10,363,5
210,15,82,N.data,642,16
210,16,89,10,366,6
210,16,89,N.data,596,13
210,17,172,10,955,6
210,17,172,N.data,1681,18
210,18,81,10,335,5
210,18,81,N.data,498,11
210,19,59,10,261,6
210,19,59,N.data,441,16
210,2,265,10,1198,5
210,2,265,N.data,3314,24
210,20,87,10,386,5
210,20,87,N.data,621,12
210,21,43,10,249,7
210,21,43,N.data,321,14
210,22,82,10,295,5
210,22,82,N.data,564,12
210,3,198,10,994,8
210,3,198,N.data,2128,18
210,4,163,10,986,6
210,4,163,N.data,2115,25
210,5,192,10,859,7
210,5,192,N.data,1885,20
210,6,163,10,826,6
210,6,163,N.data,1597,16
210,7,132,10,525,5
210,7,132,N.data,1094,14
210,8,132,10,588,4
210,8,132,N.data,1169,21
210,9,119,10,455,5
210,9,119,N.data,940,15
210,X,124,10,501,5
210,X,124,N.data,920,13
210,Y,21,10,77,5
210,Y,21,N.data,87,8
211,1,382,10,1782,7
211,1,382,N.data,4150,20
211,10,115,10,466,5
211,10,115,N.data,813,13
211,11,126,10,447,5
211,11,126,N.data,1068,19
211,12,168,10,1104,7
211,12,168,N.data,1913,23
211,13,64,10,273,5
211,13,64,N.data,390,10
211,14,64,10,287,6
211,14,64,N.data,424,13
211,15,70,10,324,5
211,15,70,N.data,560,15
211,16,64,10,296,6
211,16,64,N.data,421,11
211,17,144,10,684,6
211,17,144,N.data,1329,19
211,18,69,10,319,6
211,18,69,N.data,492,14
211,19,41,10,235,7
211,19,41,N.data,304,15
211,2,203,10,1058,5
211,2,203,N.data,2075,19
211,20,76,10,423,6
211,20,76,N.data,585,15
211,21,38,10,144,5
211,21,38,N.data,207,9
211,22,73,10,261,6
211,22,73,N.data,451,11
211,3,145,10,609,5
211,3,145,N.data,1041,12
211,4,115,10,492,5
211,4,115,N.data,862,17
211,5,167,10,616,5
211,5,167,N.data,1286,13
211,6,118,10,468,5
211,6,118,N.data,943,15
211,7,88,10,392,5
211,7,88,N.data,633,13
211,8,97,10,504,6
211,8,97,N.data,730,12
211,9,105,10,596,6
211,9,105,N.data,988,17
211,X,73,10,378,6
211,X,73,N.data,539,14
212,1,504,10,2054,6
212,1,504,N.data,5866,29
212,10,158,10,676,5
212,10,158,N.data,1449,17
212,11,168,10,752,5
212,11,168,N.data,1501,15
212,12,215,10,1072,5
212,12,215,N.data,2097,19
212,13,100,10,488,6
212,13,100,N.data,1040,21
212,14,104,10,495,4
212,14,104,N.data,955,15
212,15,91,10,485,7
212,15,91,N.data,803,16
212,16,92,10,481,7
212,16,92,N.data,775,16
212,17,176,10,875,6
212,17,176,N.data,1471,14
212,18,85,10,450,6
212,18,85,N.data,666,14
212,19,61,10,359,8
212,19,61,N.data,489,16
212,2,283,10,1601,7
212,2,283,N.data,3396,22
212,20,96,10,454,5
212,20,96,N.data,765,17
212,21,47,10,285,7
212,21,47,N.data,365,14
212,22,80,10,383,6
212,22,80,N.data,561,12
212,3,219,10,762,6
212,3,219,N.data,1854,16
212,4,184,10,853,5
212,4,184,N.data,1828,17
212,5,210,10,1134,7
212,5,210,N.data,2120,21
212,6,177,10,602,5
212,6,177,N.data,1575,16
212,7,144,10,668,5
212,7,144,N.data,1292,15
212,8,142,10,637,6
212,8,142,N.data,1442,20
212,9,130,10,632,5
212,9,130,N.data,1075,13
212,X,137,10,674,7
212,X,137,N.data,1165,15
212,Y,19,10,67,4
212,Y,19,N.data,73,7
213,1,388,10,1738,6
213,1,388,N.data,4586,22
213,10,98,10,390,4
213,10,98,N.data,726,13
213,11,112,10,504,6
213,11,112,N.data,997,16
213,12,163,10,754,5
213,12,163,N.data,1410,14
213,13,72,10,306,5
213,13,72,N.data,475,12
213,14,59,10,311,7
213,14,59,N.data,467,15
213,15,68,10,164,6
213,15,68,N.data,533,16
213,16,65,10,316,6
213,16,65,N.data,564,15
213,17,135,10,697,6
213,17,135,N.data,1247,18
213,18,58,10,199,4
213,18,58,N.data,356,13
213,19,38,10,192,6
213,19,38,N.data,238,11
213,2,200,10,1040,6
213,2,200,N.data,2181,19
213,20,69,10,359,6
213,20,69,N.data,557,16
213,21,38,10,210,6
213,21,38,N.data,288,16
213,22,64,10,318,7
213,22,64,N.data,434,11
213,3,159,10,663,5
213,3,159,N.data,1303,15
213,4,129,10,509,4
213,4,129,N.data,1281,22
213,5,158,10,807,6
213,5,158,N.data,1444,18
213,6,139,10,872,6
213,6,139,N.data,1480,16
213,7,94,10,431,5
213,7,94,N.data,716,13
213,8,102,10,359,6
213,8,102,N.data,771,14
213,9,102,10,529,5
213,9,102,N.data,1050,19
213,X,93,10,430,6
213,X,93,N.data,889,19
213,Y,11,10,34,6
213,Y,11,N.data,34,6
214,1,507,10,1692,8
214,1,507,N.data,5680,22
214,10,163,10,728,5
214,10,163,N.data,1441,16
214,11,173,10,891,6
214,11,173,N.data,1794,21
214,12,220,10,1113,5
214,12,220,N.data,2239,18
214,13,106,10,459,4
214,13,106,N.data,753,15
214,14,107,10,630,6
214,14,107,N.data,997,16
214,15,94,10,512,6
214,15,94,N.data,795,16
214,16,94,10,448,6
214,16,94,N.data,822,19
214,17,186,10,894,4
214,17,186,N.data,1683,17
214,18,88,10,426,5
214,18,88,N.data,722,18
214,19,61,10,288,6
214,19,61,N.data,439,13
214,2,294,10,1344,4
214,2,294,N.data,3260,20
214,20,99,10,448,7
214,20,99,N.data,882,16
214,21,47,10,244,8
214,21,47,N.data,328,12
214,22,82,10,391,7
214,22,82,N.data,606,12
214,3,221,10,998,7
214,3,221,N.data,2337,19
214,4,193,10,785,6
214,4,193,N.data,1934,20
214,5,216,10,1015,6
214,5,216,N.data,1902,15
214,6,183,10,992,6
214,6,183,N.data,2028,23
214,7,150,10,837,6
214,7,150,N.data,1444,17
214,8,146,10,661,5
214,8,146,N.data,1480,19
214,9,135,10,896,7
214,9,135,N.data,1631,22
214,X,140,10,501,6
214,X,140,N.data,1095,16
214,Y,24,10,84,5
214,Y,24,N.data,101,7
215,1,489,10,2077,4
215,1,489,N.data,5445,23
215,10,150,10,759,6
215,10,150,N.data,1531,19
215,11,164,10,789,7
215,11,164,N.data,1511,16
215,12,215,10,982,7
215,12,215,N.data,2306,20
215,13,103,10,503,5
215,13,103,N.data,834,15
215,14,100,10,390,5
215,14,100,N.data,750,14
215,15,90,10,369,6
215,15,90,N.data,637,12
215,16,91,10,222,6
215,16,91,N.data,613,13
215,17,176,10,878,6
215,17,176,N.data,1549,18
215,18,85,10,386,6
215,18,85,N.data,697,16
215,19,60,10,325,6
215,19,60,N.data,459,13
215,2,281,10,1344,5
215,2,281,N.data,2955,21
215,20,96,10,499,6
215,20,96,N.data,803,15
215,21,44,10,288,9
215,21,44,N.data,337,13
215,22,80,10,347,5
215,22,80,N.data,643,18
215,3,213,10,1313,6
215,3,213,N.data,2629,24
215,4,177,10,985,8
215,4,177,N.data,2160,27
215,5,208,10,900,4
215,5,208,N.data,1869,17
215,6,175,10,933,6
215,6,175,N.data,1772,19
215,7,140,10,709,5
215,7,140,N.data,1280,20
215,8,135,10,574,5
215,8,135,N.data,1286,22
215,9,128,10,599,6
215,9,128,N.data,1084,14
215,X,125,10,645,5
215,X,125,N.data,1130,18
215,Y,25,10,100,4
215,Y,25,N.data,124,9
216,1,499,10,1847,5
216,1,499,N.data,5535,25
216,10,158,10,691,6
216,10,158,N.data,1382,17
216,11,169,10,669,5
216,11,169,N.data,1502,17
216,12,215,10,1056,8
216,12,215,N.data,2146,18
216,13,100,10,471,4
216,13,100,N.data,898,16
216,14,103,10,544,6
216,14,103,N.data,841,15
216,15,89,10,451,5
216,15,89,N.data,698,14
216,16,92,10,408,6
216,16,92,N.data,686,16
216,17,175,10,757,6
216,17,175,N.data,1705,17
216,18,83,10,367,6
216,18,83,N.data,700,17
216,19,59,10,311,6
216,19,59,N.data,429,13
216,2,278,10,1108,6
216,2,278,N.data,2831,21
216,20,95,10,375,5
216,20,95,N.data,690,14
216,21,47,10,182,5
216,21,47,N.data,272,10
216,22,82,10,331,7
216,22,82,N.data,628,15
216,3,219,10,914,6
216,3,219,N.data,1808,14
216,4,185,10,1015,6
216,4,185,N.data,1874,19
216,5,210,10,1121,6
216,5,210,N.data,1934,19
216,6,178,10,719,4
216,6,178,N.data,1531,19
216,7,145,10,913,7
216,7,145,N.data,1549,19
216,8,139,10,752,5
216,8,139,N.data,1243,16
216,9,126,10,594,5
216,9,126,N.data,966,13
216,X,136,10,509,5
216,X,136,N.data,969,12
216,Y,19,10,68,4
216,Y,19,N.data,73,7
217,1,399,10,1874,5
217,1,399,N.data,4327,21
217,10,126,10,627,8
217,10,126,N.data,1166,20
217,11,133,10,622,6
217,11,133,N.data,1044,14
217,12,186,10,948,6
217,12,186,N.data,1745,16
217,13,79,10,398,6
217,13,79,N.data,706,21
217,14,71,10,390,6
217,14,71,N.data,547,13
217,15,68,10,347,6
217,15,68,N.data,596,18
217,16,71,10,274,5
217,16,71,N.data,565,18
217,17,155,10,1044,9
217,17,155,N.data,1544,18
217,18,69,10,364,6
217,18,69,N.data,515,13
217,19,39,10,141,5
217,19,39,N.data,189,8
217,2,214,10,1046,6
217,2,214,N.data,2039,20
217,20,84,10,396,5
217,20,84,N.data,631,14
217,21,41,10,180,6
217,21,41,N.data,243,10
217,22,70,10,272,6
217,22,70,N.data,428,11
217,3,156,10,902,6
217,3,156,N.data,1548,18
217,4,134,10,634,4
217,4,134,N.data,1301,18
217,5,177,10,894,6
217,5,177,N.data,1615,16
217,6,128,10,582,6
217,6,128,N.data,1093,16
217,7,91,10,440,5
217,7,91,N.data,701,15
217,8,101,10,480,6
217,8,101,N.data,739,12
217,9,102,10,561,6
217,9,102,N.data,871,16
217,X,87,10,446,5
217,X,87,N.data,652,14
218,1,441,10,2139,5
218,1,441,N.data,5394,25
218,10,122,10,468,5
218,10,122,N.data,970,15
218,11,138,10,513,7
218,11,138,N.data,1194,15
218,12,191,10,1130,7
218,12,191,N.data,2747,26
218,13,87,10,437,5
218,13,87,N.data,708,14
218,14,72,10,246,5
218,14,72,N.data,503,15
218,15,77,10,338,7
218,15,77,N.data,551,12
218,16,73,10,271,5
218,16,73,N.data,526,15
218,17,140,10,651,6
218,17,140,N.data,1156,15
218,18,76,10,365,5
218,18,76,N.data,706,19
218,19,45,10,223,6
218,19,45,N.data,299,12
218,2,240,10,1265,6
218,2,240,N.data,2803,24
218,20,83,10,363,8
218,20,83,N.data,574,11
218,21,43,10,187,6
218,21,43,N.data,253,10
218,22,74,10,294,5
218,22,74,N.data,507,12
218,3,175,10,939,7
218,3,175,N.data,1917,21
218,4,142,10,933,7
218,4,142,N.data,1637,22
218,5,179,10,931,7
218,5,179,N.data,1757,17
218,6,146,10,758,5
218,6,146,N.data,1484,23
218,7,113,10,451,4
218,7,113,N.data,1134,18
218,8,115,10,548,6
218,8,115,N.data,1091,17
218,9,113,10,702,6
218,9,113,N.data,1262,21
218,X,115,10,463,5
218,X,115,N.data,925,17
218,Y,11,10,37,6
218,Y,11,N.data,37,6
219,1,504,10,2270,4
219,1,504,N.data,5587,24
219,10,160,10,731,5
219,10,160,N.data,1462,19
219,11,168,10,928,6
219,11,168,N.data,1650,20
219,12,217,10,1045,7
219,12,217,N.data,2117,19
219,13,103,10,480,7
219,13,103,N.data,778,13
219,14,105,10,603,6
219,14,105,N.data,949,14
219,15,92,10,489,5
219,15,92,N.data,868,16
219,16,94,10,495,6
219,16,94,N.data,760,13
219,17,178,10,741,6
219,17,178,N.data,1519,15
219,18,83,10,507,6
219,18,83,N.data,771,17
219,19,61,10,292,6
219,19,61,N.data,447,14
219,2,287,10,1315,4
219,2,287,N.data,3113,24
219,20,96,10,452,7
219,20,96,N.data,752,13
219,21,47,10,250,7
219,21,47,N.data,355,15
219,22,82,10,340,5
219,22,82,N.data,665,16
219,3,220,10,1206,7
219,3,220,N.data,2193,17
219,4,189,10,1071,6
219,4,189,N.data,2552,26
219,5,211,10,1309,7
219,5,211,N.data,2211,20
219,6,177,10,788,6
219,6,177,N.data,1512,14
219,7,146,10,971,7
219,7,146,N.data,1750,21
219,8,142,10,656,6
219,8,142,N.data,1395,21
219,9,131,10,609,5
219,9,131,N.data,1183,16
219,X,136,10,547,6
219,X,136,N.data,1020,13
219,Y,22,10,79,5
219,Y,22,N.data,88,7
22,1,400,10,1692,6
22,1,400,N.data,4602,24
22,10,107,10,525,6
22,10,107,N.data,886,14
22,11,125,10,529,5
22,11,125,N.data,1014,15
22,12,177,10,561,8
22,12,177,N.data,1755,20
22,13,63,10,229,6
22,13,63,N.data,392,11
22,14,69,10,372,6
22,14,69,N.data,560,16
22,15,74,10,298,6
22,15,74,N.data,570,14
22,16,68,10,379,8
22,16,68,N.data,574,14
22,17,140,10,569,7
22,17,140,N.data,1071,13
22,18,70,10,271,5
22,18,70,N.data,558,16
22,19,40,10,227,6
22,19,40,N.data,306,14
22,2,206,10,1053,5
22,2,206,N.data,3106,30
22,20,72,10,291,5
22,20,72,N.data,461,13
22,21,36,10,153,5
22,21,36,N.data,199,12
22,22,71,10,223,7
22,22,71,N.data,483,13
22,3,152,10,601,5
22,3,152,N.data,1523,19
22,4,122,10,537,4
22,4,122,N.data,1124,20
22,5,167,10,790,6
22,5,167,N.data,1648,17
22,6,141,10,856,6
22,6,141,N.data,1467,17
22,7,106,10,438,4
22,7,106,N.data,871,15
22,8,103,10,409,5
22,8,103,N.data,938,19
22,9,105,10,411,5
22,9,105,N.data,780,15
22,X,100,10,578,7
22,X,100,N.data,981,21
22,Y,11,10,30,4
22,Y,11,N.data,30,4
220,1,489,10,2363,6
220,1,489,N.data,5370,23
220,10,153,10,766,6
220,10,153,N.data,1368,17
220,11,158,10,679,6
220,11,158,N.data,1328,15
220,12,212,10,963,6
220,12,212,N.data,1782,14
220,13,93,10,503,8
220,13,93,N.data,779,14
220,14,102,10,525,7
220,14,102,N.data,1045,23
220,15,90,10,356,5
220,15,90,N.data,611,13
220,16,91,10,546,7
220,16,91,N.data,875,16
220,17,175,10,707,5
220,17,175,N.data,1403,14
220,18,81,10,551,8
220,18,81,N.data,772,17
220,19,58,10,222,5
220,19,58,N.data,325,9
220,2,271,10,1127,6
220,2,271,N.data,2681,22
220,20,94,10,388,5
220,20,94,N.data,756,18
220,21,43,10,197,6
220,21,43,N.data,298,14
220,22,82,10,356,5
220,22,82,N.data,615,15
220,3,206,10,985,6
220,3,206,N.data,1919,18
220,4,169,10,896,5
220,4,169,N.data,1792,23
220,5,200,10,971,5
220,5,200,N.data,1865,16
220,6,172,10,753,6
220,6,172,N.data,1523,16
220,7,136,10,620,5
220,7,136,N.data,1165,17
220,8,132,10,654,5
220,8,132,N.data,1040,14
220,9,125,10,481,6
220,9,125,N.data,1033,16
220,X,100,10,452,5
220,X,100,N.data,924,21
220,Y,23,10,79,6
220,Y,23,N.data,93,7
221,1,491,10,2135,4
221,1,491,N.data,6443,30
221,10,151,10,681,7
221,10,151,N.data,1423,17
221,11,162,10,844,6
221,11,162,N.data,1469,15
221,12,211,10,838,5
221,12,211,N.data,2358,20
221,13,96,10,444,5
221,13,96,N.data,779,15
221,14,103,10,479,5
221,14,103,N.data,796,15
221,15,88,10,407,6
221,15,88,N.data,647,14
221,16,93,10,363,5
221,16,93,N.data,659,14
221,17,174,10,907,5
221,17,174,N.data,1713,17
221,18,83,10,303,5
221,18,83,N.data,553,14
221,19,58,10,251,4
221,19,58,N.data,368,11
221,2,275,10,1311,6
221,2,275,N.data,2855,20
221,20,95,10,390,5
221,20,95,N.data,689,13
221,21,46,10,178,7
221,21,46,N.data,293,11
221,22,81,10,376,6
221,22,81,N.data,714,18
221,3,211,10,782,5
221,3,211,N.data,2140,18
221,4,170,10,871,5
221,4,170,N.data,1913,20
221,5,203,10,988,7
221,5,203,N.data,2010,20
221,6,171,10,783,6
221,6,171,N.data,1686,18
221,7,138,10,554,6
221,7,138,N.data,1351,19
221,8,135,10,536,5
221,8,135,N.data,1051,16
221,9,124,10,595,5
221,9,124,N.data,1193,23
221,X,130,10,763,6
221,X,130,N.data,1305,18
221,Y,19,10,67,6
221,Y,19,N.data,70,7
222,1,435,10,1571,7
222,1,435,N.data,4833,21
222,10,133,10,595,5
222,10,133,N.data,1138,19
222,11,142,10,878,7
222,11,142,N.data,1495,20
222,12,194,10,891,7
222,12,194,N.data,1855,19
222,13,87,10,411,6
222,13,87,N.data,648,12
222,14,78,10,343,5
222,14,78,N.data,573,14
222,15,85,10,430,7
222,15,85,N.data,705,15
222,16,76,10,333,5
222,16,76,N.data,582,15
222,17,152,10,537,6
222,17,152,N.data,1176,15
222,18,75,10,434,6
222,18,75,N.data,639,16
222,19,45,10,201,6
222,19,45,N.data,252,9
222,2,249,10,1125,4
222,2,249,N.data,2567,18
222,20,87,10,437,5
222,20,87,N.data,822,18
222,21,43,10,199,5
