profile.id,chromosome,N.data,max.segments,sum.splits,max.depth
379,19,53,N.data,493,18
379,2,235,10,1064,4
379,2,235,N.data,2389,21
379,20,85,10,521,6
379,20,85,N.data,846,22
379,21,41,10,229,6
379,21,41,N.data,298,12
379,22,81,10,333,7
379,22,81,N.data,587,13
379,3,185,10,948,5
379,3,185,N.data,1875,21
379,4,140,10,738,6
379,4,140,N.data,1325,16
379,5,178,10,851,4
379,5,178,N.data,1663,18
379,6,151,10,601,4
379,6,151,N.data,1260,18
379,7,125,10,465,4
379,7,125,N.data,985,15
379,8,116,10,643,6
379,8,116,N.data,1012,17
379,9,109,10,600,6
379,9,109,N.data,1042,16
379,X,113,10,477,4
379,X,113,N.data,845,17
379,Y,10,N.data,26,4
38,1,479,10,2343,5
38,1,479,N.data,5172,20
38,10,149,10,749,7
38,10,149,N.data,1324,17
38,11,160,10,785,5
38,11,160,N.data,1380,15
38,12,210,10,867,4
38,12,210,N.data,1888,17
38,13,104,10,520,5
38,13,104,N.data,792,14
38,14,104,10,451,5
38,14,104,N.data,850,15
38,15,90,10,339,7
38,15,90,N.data,682,14
38,16,88,10,397,5
38,16,88,N.data,645,16
38,17,175,10,727,8
38,17,175,N.data,1717,19
38,18,83,10,472,8
38,18,83,N.data,673,14
38,19,58,10,255,5
38,19,58,N.data,362,10
38,2,283,10,1161,5
38,2,283,N.data,2929,19
38,20,94,10,658,8
38,20,94,N.data,926,17
38,21,42,10,232,7
38,21,42,N.data,292,12
38,22,73,10,396,5
38,22,73,N.data,703,20
38,3,205,10,1521,8
38,3,205,N.data,2511,20
38,4,180,10,906,5
38,4,180,N.data,1858,22
38,5,200,10,1007,7
38,5,200,N.data,1819,22
38,6,165,10,852,6
38,6,165,N.data,2106,24
38,7,143,10,555,4
38,7,143,N.data,1231,16
38,8,138,10,686,5
38,8,138,N.data,1260,15
38,9,125,10,680,7
38,9,125,N.data,1198,20
38,X,129,10,523,5
38,X,129,N.data,965,14
38,Y,18,10,71,7
38,Y,18,N.data,73,8
380,1,438,10,1772,5
380,1,438,N.data,5076,25
380,10,136,10,878,7
380,10,136,N.data,1457,19
380,11,154,10,790,6
380,11,154,N.data,1348,16
380,12,189,10,892,6
380,12,189,N.data,1844,17
380,13,96,10,424,6
380,13,96,N.data,840,18
380,14,96,10,636,8
380,14,96,N.data,925,19
380,15,87,10,399,5
380,15,87,N.data,668,13
380,16,82,10,500,6
380,16,82,N.data,744,16
380,17,148,10,685,6
380,17,148,N.data,1421,20
380,18,77,10,338,5
380,18,77,N.data,541,13
380,19,49,10,279,6
380,19,49,N.data,404,13
380,2,260,10,1217,5
380,2,260,N.data,2727,19
380,20,88,10,508,7
380,20,88,N.data,727,15
380,21,37,10,160,4
380,21,37,N.data,220,10
380,22,66,10,237,5
380,22,66,N.data,401,12
380,3,178,10,733,7
380,3,178,N.data,1513,16
380,4,152,10,800,5
380,4,152,N.data,1355,18
380,5,183,10,767,5
380,5,183,N.data,1668,16
380,6,148,10,701,7
380,6,148,N.data,1477,19
380,7,123,10,770,7
380,7,123,N.data,1153,15
380,8,129,10,583,7
380,8,129,N.data,1029,13
380,9,121,10,419,5
380,9,121,N.data,958,16
380,X,115,10,601,7
380,X,115,N.data,996,19
380,Y,13,10,44,5
380,Y,13,N.data,44,6
381,1,453,10,2501,5
381,1,453,N.data,6454,31
381,10,136,10,757,7
381,10,136,N.data,1331,18
381,11,152,10,689,6
381,11,152,N.data,1411,18
381,12,198,10,1128,8
381,12,198,N.data,2269,22
381,13,97,10,366,5
381,13,97,N.data,739,15
381,14,97,10,478,6
381,14,97,N.data,798,14
381,15,84,10,416,6
381,15,84,N.data,667,13
381,16,84,10,322,6
381,16,84,N.data,616,13
381,17,155,10,684,5
381,17,155,N.data,1350,15
381,18,78,10,313,5
381,18,78,N.data,702,21
381,19,51,10,292,6
381,19,51,N.data,400,15
381,2,266,10,1194,7
381,2,266,N.data,2981,21
381,20,88,10,465,7
381,20,88,N.data,757,14
381,21,40,10,186,5
381,21,40,N.data,251,11
381,22,67,10,211,5
381,22,67,N.data,435,12
381,3,187,10,984,5
381,3,187,N.data,1792,16
381,4,160,10,724,6
381,4,160,N.data,1760,21
381,5,186,10,432,6
381,5,186,N.data,1720,17
381,6,151,10,826,5
381,6,151,N.data,1522,19
381,7,128,10,664,6
381,7,128,N.data,1089,16
381,8,129,10,706,7
381,8,129,N.data,1244,17
381,9,119,10,532,4
381,9,119,N.data,1109,18
381,X,118,10,643,6
381,X,118,N.data,1063,16
381,Y,13,10,49,6
381,Y,13,N.data,50,8
382,1,506,10,2567,5
382,1,506,N.data,6115,24
382,10,164,10,654,5
382,10,164,N.data,1335,15
382,11,168,10,682,6
382,11,168,N.data,1396,15
382,12,217,10,971,6
382,12,217,N.data,2264,21
382,13,106,10,461,5
382,13,106,N.data,833,15
382,14,104,10,500,6
382,14,104,N.data,876,15
382,15,89,10,421,5
382,15,89,N.data,773,16
382,16,93,10,524,6
382,16,93,N.data,884,17
382,17,168,10,816,5
382,17,168,N.data,1455,15
382,18,88,10,355,5
382,18,88,N.data,650,13
382,19,58,10,258,5
382,19,58,N.data,353,11
382,2,289,10,1291,6
382,2,289,N.data,3433,23
382,20,95,10,391,4
382,20,95,N.data,691,14
382,21,46,10,185,4
382,21,46,N.data,241,9
382,22,80,10,329,5
382,22,80,N.data,683,17
382,3,223,10,1030,8
382,3,223,N.data,2096,18
382,4,188,10,1159,7
382,4,188,N.data,2753,25
382,5,209,10,1014,5
382,5,209,N.data,2069,18
382,6,175,10,788,7
382,6,175,N.data,1438,14
382,7,142,10,708,6
382,7,142,N.data,1287,18
382,8,144,10,629,5
382,8,144,N.data,1384,19
382,9,132,10,562,5
382,9,132,N.data,1165,16
382,X,133,10,603,7
382,X,133,N.data,1192,18
382,Y,23,10,84,6
382,Y,23,N.data,99,7
383,1,501,10,1735,7
383,1,501,N.data,7239,27
383,10,164,10,701,4
383,10,164,N.data,1517,18
383,11,168,10,782,5
383,11,168,N.data,1645,20
383,12,218,10,1137,6
383,12,218,N.data,2149,20
383,13,102,10,489,5
383,13,102,N.data,828,16
383,14,103,10,473,7
383,14,103,N.data,1066,21
383,15,93,10,232,5
383,15,93,N.data,759,15
383,16,94,10,417,5
383,16,94,N.data,750,15
383,17,166,10,720,5
383,17,166,N.data,1360,15
383,18,87,10,385,7
383,18,87,N.data,592,12
383,19,61,10,285,6
383,19,61,N.data,401,11
383,2,285,10,1377,5
383,2,285,N.data,2927,17
383,20,97,10,358,7
383,20,97,N.data,697,13
383,21,46,10,242,6
383,21,46,N.data,361,15
383,22,81,10,286,5
383,22,81,N.data,584,13
383,3,220,10,779,4
383,3,220,N.data,2358,24
383,4,187,10,885,4
383,4,187,N.data,2097,25
383,5,207,10,908,5
383,5,207,N.data,2047,17
383,6,177,10,922,7
383,6,177,N.data,1880,17
383,7,143,10,941,7
383,7,143,N.data,1568,21
383,8,145,10,623,5
383,8,145,N.data,1385,19
383,9,131,10,724,6
383,9,131,N.data,1402,23
383,X,131,10,497,5
383,X,131,N.data,1029,14
383,Y,23,10,84,6
383,Y,23,N.data,99,7
384,1,506,10,3057,9
384,1,506,N.data,7290,28
384,10,163,10,826,6
384,10,163,N.data,1742,19
384,11,165,10,998,8
384,11,165,N.data,1691,20
384,12,218,10,1143,5
384,12,218,N.data,2364,20
384,13,102,10,463,7
384,13,102,N.data,857,17
384,14,104,10,552,6
384,14,104,N.data,829,13
384,15,90,10,401,4
384,15,90,N.data,749,17
384,16,91,10,388,5
384,16,91,N.data,721,14
384,17,168,10,624,7
384,17,168,N.data,1278,12
384,18,87,10,507,6
384,18,87,N.data,754,16
384,19,59,10,265,6
384,19,59,N.data,390,11
384,2,286,10,1258,6
384,2,286,N.data,3907,26
384,20,97,10,647,7
384,20,97,N.data,1089,20
384,21,46,10,179,5
384,21,46,N.data,316,13
384,22,80,10,466,6
384,22,80,N.data,747,16
384,3,221,10,1362,6
384,3,221,N.data,2536,20
384,4,185,10,852,6
384,4,185,N.data,2218,25
384,5,206,10,706,5
384,5,206,N.data,2264,27
384,6,175,10,870,5
384,6,175,N.data,1820,20
384,7,145,10,733,5
384,7,145,N.data,1266,16
384,8,143,10,712,7
384,8,143,N.data,1525,21
384,9,132,10,427,6
384,9,132,N.data,999,13
384,X,131,10,570,7
384,X,131,N.data,980,13
384,Y,21,10,76,5
384,Y,21,N.data,88,8
385,1,505,10,2317,6
385,1,505,N.data,5872,21
385,10,159,10,772,7
385,10,159,N.data,1468,15
385,11,162,10,761,6
385,11,162,N.data,1452,18
385,12,218,10,888,7
385,12,218,N.data,2090,18
385,13,97,10,426,4
385,13,97,N.data,765,14
385,14,102,10,510,6
385,14,102,N.data,983,17
385,15,91,10,404,5
385,15,91,N.data,727,14
385,16,92,10,367,5
385,16,92,N.data,656,11
385,17,166,10,717,5
385,17,166,N.data,1433,16
385,18,87,10,374,5
385,18,87,N.data,597,11
385,19,59,10,333,6
385,19,59,N.data,425,12
385,2,284,10,1510,5
385,2,284,N.data,3741,27
385,20,92,10,408,4
385,20,92,N.data,686,15
385,21,45,10,233,6
385,21,45,N.data,312,13
385,22,80,10,362,6
385,22,80,N.data,628,14
385,3,219,10,1179,5
385,3,219,N.data,2366,17
385,4,182,10,902,5
385,4,182,N.data,2417,23
385,5,202,10,1117,5
385,5,202,N.data,2224,20
385,6,177,10,918,7
385,6,177,N.data,2181,23
385,7,143,10,676,6
385,7,143,N.data,1310,18
385,8,141,10,632,5
385,8,141,N.data,1266,17
385,9,130,10,476,6
385,9,130,N.data,1088,16
385,X,134,10,547,7
385,X,134,N.data,1041,12
385,Y,19,10,97,8
385,Y,19,N.data,103,9
386,1,508,10,1894,5
386,1,508,N.data,5583,23
386,10,161,10,732,5
386,10,161,N.data,1579,18
386,11,169,10,842,6
386,11,169,N.data,1504,18
386,12,218,10,854,5
386,12,218,N.data,2090,18
386,13,103,10,560,6
386,13,103,N.data,971,17
386,14,103,10,471,5
386,14,103,N.data,767,14
386,15,90,10,525,6
386,15,90,N.data,804,16
386,16,93,10,424,8
386,16,93,N.data,679,13
386,17,167,10,901,5
386,17,167,N.data,1682,17
386,18,86,10,362,5
386,18,86,N.data,585,13
386,19,60,10,246,6
386,19,60,N.data,380,10
386,2,284,10,1515,8
386,2,284,N.data,3249,25
386,20,96,10,422,4
386,20,96,N.data,677,12
386,21,44,10,223,6
386,21,44,N.data,280,10
386,22,80,10,367,6
386,22,80,N.data,633,16
386,3,218,10,979,5
386,3,218,N.data,2417,25
386,4,187,10,781,5
386,4,187,N.data,2204,20
386,5,208,10,1163,7
386,5,208,N.data,2292,22
386,6,178,10,1115,6
386,6,178,N.data,1978,21
386,7,145,10,776,6
386,7,145,N.data,1474,19
386,8,142,10,591,5
386,8,142,N.data,1196,15
386,9,131,10,515,4
386,9,131,N.data,1017,15
386,X,134,10,633,5
386,X,134,N.data,1096,15
386,Y,21,10,101,6
386,Y,21,N.data,111,9
387,1,500,10,2649,5
387,1,500,N.data,7007,31
387,10,160,10,712,4
387,10,160,N.data,1440,16
387,11,167,10,543,6
387,11,167,N.data,1592,18
387,12,218,10,1487,6
387,12,218,N.data,3375,27
387,13,100,10,441,4
387,13,100,N.data,930,22
387,14,104,10,437,5
387,14,104,N.data,736,13
387,15,90,10,296,7
387,15,90,N.data,848,18
387,16,92,10,459,6
387,16,92,N.data,667,14
387,17,167,10,674,5
387,17,167,N.data,1435,15
387,18,85,10,311,5
387,18,85,N.data,686,18
387,19,60,10,335,6
387,19,60,N.data,466,15
387,2,281,10,1375,6
387,2,281,N.data,2919,19
387,20,92,10,461,5
387,20,92,N.data,732,15
387,21,46,10,226,5
387,21,46,N.data,307,12
387,22,80,10,289,8
387,22,80,N.data,537,12
387,3,219,10,1095,7
387,3,219,N.data,2872,23
387,4,183,10,779,8
387,4,183,N.data,1641,15
387,5,207,10,886,5
387,5,207,N.data,2325,22
387,6,174,10,756,6
387,6,174,N.data,1772,17
387,7,140,10,986,8
387,7,140,N.data,1869,24
387,8,141,10,734,6
387,8,141,N.data,1338,21
387,9,130,10,590,8
387,9,130,N.data,1200,19
387,X,133,10,514,6
387,X,133,N.data,1153,16
387,Y,21,10,94,5
387,Y,21,N.data,100,8
388,1,506,10,2777,7
388,1,506,N.data,6253,25
388,10,160,10,927,7
388,10,160,N.data,1581,17
388,11,165,10,799,8
388,11,165,N.data,1438,17
388,12,217,10,1073,6
388,12,217,N.data,2171,22
388,13,101,10,397,6
388,13,101,N.data,725,13
388,14,102,10,542,6
388,14,102,N.data,853,14
388,15,91,10,584,7
388,15,91,N.data,786,14
388,16,93,10,554,6
388,16,93,N.data,920,18
388,17,166,10,701,4
388,17,166,N.data,1493,17
388,18,85,10,378,6
388,18,85,N.data,554,14
388,19,60,10,351,7
388,19,60,N.data,510,16
388,2,282,10,1286,6
388,2,282,N.data,2882,18
388,20,91,10,359,4
388,20,91,N.data,693,15
388,21,45,10,214,7
388,21,45,N.data,289,11
388,22,81,10,313,6
388,22,81,N.data,565,13
388,3,218,10,938,4
388,3,218,N.data,2146,20
388,4,182,10,799,6
388,4,182,N.data,1529,14
388,5,206,10,945,5
388,5,206,N.data,1810,18
388,6,175,10,841,7
388,6,175,N.data,1480,14
388,7,140,10,591,5
388,7,140,N.data,1643,21
388,8,143,10,564,5
388,8,143,N.data,1263,19
388,9,130,10,628,5
388,9,130,N.data,1087,15
388,X,135,10,514,5
388,X,135,N.data,1102,17
388,Y,21,10,77,5
388,Y,21,N.data,85,7
389,1,501,10,3406,7
389,1,501,N.data,7208,24
389,10,157,10,791,7
389,10,157,N.data,1511,21
389,11,163,10,671,5
389,11,163,N.data,1315,13
389,12,214,10,1051,6
389,12,214,N.data,1900,15
389,13,101,10,397,5
389,13,101,N.data,715,12
389,14,104,10,540,6
389,14,104,N.data,884,15
389,15,88,10,407,6
389,15,88,N.data,611,12
389,16,92,10,481,5
389,16,92,N.data,856,19
389,17,166,10,685,6
389,17,166,N.data,1527,21
389,18,82,10,474,7
389,18,82,N.data,680,15
389,19,58,10,293,6
389,19,58,N.data,431,14
389,2,274,10,1266,5
389,2,274,N.data,2828,19
389,20,92,10,425,5
389,20,92,N.data,723,19
389,21,43,10,153,4
389,21,43,N.data,221,9
389,22,80,10,236,6
389,22,80,N.data,649,15
389,3,214,10,1260,6
389,3,214,N.data,2050,17
389,4,180,10,844,4
389,4,180,N.data,2155,26
389,5,205,10,934,4
389,5,205,N.data,1844,16
389,6,170,10,779,6
389,6,170,N.data,1608,17
389,7,141,10,560,5
389,7,141,N.data,1225,15
389,8,140,10,611,5
389,8,140,N.data,1198,18
389,9,126,10,519,4
389,9,126,N.data,1019,16
389,X,125,10,538,7
389,X,125,N.data,950,15
389,Y,21,10,78,5
389,Y,21,N.data,86,7
39,1,445,10,2692,8
39,1,445,N.data,5025,21
39,10,125,10,651,6
39,10,125,N.data,1163,16
39,11,140,10,576,5
39,11,140,N.data,1186,19
39,12,194,10,795,5
39,12,194,N.data,1797,18
39,13,86,10,399,5
39,13,86,N.data,737,17
39,14,78,10,351,6
39,14,78,N.data,563,11
39,15,79,10,438,6
39,15,79,N.data,763,20
39,16,76,10,416,6
39,16,76,N.data,789,21
39,17,141,10,493,6
39,17,141,N.data,1066,14
39,18,72,10,342,6
39,18,72,N.data,513,14
39,19,46,10,174,6
39,19,46,N.data,268,11
39,2,242,10,1436,7
39,2,242,N.data,2956,20
39,20,88,10,461,7
39,20,88,N.data,701,14
39,21,43,10,255,7
39,21,43,N.data,334,14
39,22,73,10,421,6
39,22,73,N.data,647,14
39,3,180,10,857,5
39,3,180,N.data,2359,26
39,4,147,10,705,4
39,4,147,N.data,1592,22
39,5,185,10,759,7
39,5,185,N.data,1648,20
39,6,154,10,652,5
39,6,154,N.data,1362,15
39,7,115,10,496,8
39,7,115,N.data,857,14
39,8,121,10,494,5
39,8,121,N.data,948,15
39,9,115,10,436,4
39,9,115,N.data,831,13
39,X,116,10,466,5
39,X,116,N.data,853,13
39,Y,12,10,43,6
39,Y,12,N.data,43,6
390,1,648,10,2552,4
390,1,648,N.data,7989,23
390,10,226,10,989,6
390,10,226,N.data,2423,18
390,11,228,10,836,6
390,11,228,N.data,2086,20
390,12,291,10,1324,5
390,12,291,N.data,3089,19
390,13,155,10,745,5
390,13,155,N.data,1310,15
390,14,150,10,1162,8
390,14,150,N.data,2485,30
390,15,136,10,946,7
390,15,136,N.data,1620,22
390,16,145,10,519,5
390,16,145,N.data,1286,18
390,17,246,10,1060,8
390,17,246,N.data,2281,21
390,18,128,10,410,7
390,18,128,N.data,1122,20
390,19,93,10,390,6
390,19,93,N.data,692,15
390,2,411,10,1908,7
390,2,411,N.data,4622,19
390,20,137,10,680,6
390,20,137,N.data,1288,17
390,21,68,10,340,6
390,21,68,N.data,479,12
390,22,100,10,471,5
390,22,100,N.data,987,19
390,3,383,10,1902,6
390,3,383,N.data,4482,24
390,4,314,10,1462,5
390,4,314,N.data,3874,23
390,5,303,10,1398,5
390,5,303,N.data,3539,24
390,6,271,10,1311,5
390,6,271,N.data,4172,28
390,7,234,10,1041,5
390,7,234,N.data,2092,19
390,8,299,10,1304,6
390,8,299,N.data,3183,19
390,9,191,10,724,8
390,9,191,N.data,2108,23
390,X,224,10,1472,6
390,X,224,N.data,3087,25
390,Y,43,10,175,5
390,Y,43,N.data,222,8
391,1,478,10,2678,7
391,1,478,N.data,7027,29
391,10,144,10,684,6
391,10,144,N.data,1270,15
391,11,152,10,642,4
391,11,152,N.data,1362,17
391,12,203,10,844,6
391,12,203,N.data,2002,19
391,13,90,10,470,5
391,13,90,N.data,682,12
391,14,95,10,597,7
391,14,95,N.data,920,17
391,15,82,10,457,7
391,15,82,N.data,667,14
391,16,88,10,419,6
391,16,88,N.data,679,15
391,17,158,10,607,6
391,17,158,N.data,1285,14
391,18,79,10,467,7
391,18,79,N.data,675,14
391,19,55,10,264,6
391,19,55,N.data,379,13
391,2,260,10,1788,8
391,2,260,N.data,3396,21
391,20,85,10,334,6
391,20,85,N.data,598,15
391,21,44,10,191,5
391,21,44,N.data,358,16
391,22,77,10,535,7
391,22,77,N.data,807,18
391,3,207,10,1036,5
391,3,207,N.data,1927,17
391,4,165,10,795,5
391,4,165,N.data,1670,17
391,5,194,10,879,7
391,5,194,N.data,1817,16
391,6,166,10,886,6
391,6,166,N.data,2155,24
391,7,135,10,735,6
391,7,135,N.data,1162,16
391,8,126,10,1003,8
391,8,126,N.data,1729,26
391,9,116,10,569,5
391,9,116,N.data,1297,20
391,X,118,10,470,6
391,X,118,N.data,903,13
391,Y,15,10,47,5
391,Y,15,N.data,48,6
392,1,482,10,2078,6
392,1,482,N.data,7174,27
392,10,152,10,753,7
392,10,152,N.data,1576,21
392,11,163,10,917,6
392,11,163,N.data,1728,21
392,12,216,10,899,5
392,12,216,N.data,2208,20
392,13,96,10,404,6
392,13,96,N.data,671,14
392,14,100,10,572,8
392,14,100,N.data,983,17
392,15,86,10,363,5
392,15,86,N.data,645,14
392,16,90,10,578,6
392,16,90,N.data,1175,26
392,17,162,10,604,6
392,17,162,N.data,1357,15
392,18,84,10,377,5
392,18,84,N.data,633,14
392,19,52,10,277,5
392,19,52,N.data,445,14
392,2,268,10,1137,4
392,2,268,N.data,3067,21
392,20,92,10,467,6
392,20,92,N.data,880,16
392,21,41,10,155,4
392,21,41,N.data,270,14
392,22,81,10,289,5
392,22,81,N.data,634,19
392,3,217,10,1543,7
392,3,217,N.data,2857,23
392,4,168,10,778,6
392,4,168,N.data,1668,18
392,5,195,10,809,5
392,5,195,N.data,1886,18
392,6,166,10,1052,8
392,6,166,N.data,1815,20
392,7,132,10,655,5
392,7,132,N.data,1262,16
392,8,131,10,561,5
392,8,131,N.data,1125,16
392,9,128,10,565,5
392,9,128,N.data,1097,16
392,X,118,10,438,6
392,X,118,N.data,945,16
392,Y,16,10,52,4
392,Y,16,N.data,54,6
393,1,495,10,2936,6
393,1,495,N.data,6802,25
393,10,148,10,1178,8
393,10,148,N.data,2186,25
393,11,161,10,824,7
393,11,161,N.data,1514,17
393,12,212,10,943,4
393,12,212,N.data,1876,15
393,13,93,10,366,5
393,13,93,N.data,629,11
393,14,98,10,457,5
393,14,98,N.data,786,13
393,15,87,10,465,5
393,15,87,N.data,762,14
393,16,91,10,520,6
393,16,91,N.data,784,14
393,17,167,10,661,4
393,17,167,N.data,1465,16
393,18,81,10,331,5
393,18,81,N.data,589,14
393,19,59,10,330,8
393,19,59,N.data,454,13
393,2,267,10,1470,6
393,2,267,N.data,3052,21
393,20,89,10,461,5
393,20,89,N.data,734,16
393,21,43,10,193,6
393,21,43,N.data,287,12
393,22,79,10,363,5
393,22,79,N.data,596,15
393,3,212,10,1017,5
393,3,212,N.data,2325,23
393,4,173,10,723,5
393,4,173,N.data,1579,17
393,5,201,10,858,5
393,5,201,N.data,2077,22
393,6,170,10,1162,7
393,6,170,N.data,2044,22
393,7,139,10,624,6
393,7,139,N.data,1305,17
393,8,136,10,541,5
393,8,136,N.data,1194,17
393,9,128,10,636,6
393,9,128,N.data,1108,14
393,X,129,10,658,5
393,X,129,N.data,1181,15
393,Y,18,10,65,5
393,Y,18,N.data,75,8
394,1,496,10,2238,5
394,1,496,N.data,6133,22
394,10,152,10,554,5
394,10,152,N.data,1278,16
394,11,161,10,850,6
394,11,161,N.data,1393,18
394,12,213,10,914,6
394,12,213,N.data,1829,16
394,13,100,10,500,6
394,13,100,N.data,759,14
394,14,102,10,494,8
394,14,102,N.data,774,14
394,15,88,10,354,4
394,15,88,N.data,580,11
394,16,91,10,509,7
394,16,91,N.data,755,15
394,17,166,10,796,4
394,17,166,N.data,1602,21
394,18,83,10,408,6
394,18,83,N.data,557,13
394,19,60,10,328,6
394,19,60,N.data,434,13
394,2,276,10,1414,6
394,2,276,N.data,2922,18
394,20,94,10,433,6
394,20,94,N.data,715,16
394,21,43,10,166,5
394,21,43,N.data,219,9
394,22,81,10,469,6
394,22,81,N.data,736,15
394,3,217,10,1170,6
394,3,217,N.data,2070,16
394,4,177,10,983,5
394,4,177,N.data,2094,24
394,5,206,10,870,6
394,5,206,N.data,2092,20
394,6,169,10,852,5
394,6,169,N.data,1924,24
394,7,138,10,765,6
394,7,138,N.data,1325,17
394,8,140,10,786,7
394,8,140,N.data,1350,20
394,9,126,10,630,7
394,9,126,N.data,1039,14
394,X,131,10,516,5
394,X,131,N.data,1003,14
394,Y,21,10,77,5
394,Y,21,N.data,86,8
395,1,504,10,2009,6
395,1,504,N.data,5627,25
395,10,160,10,907,6
395,10,160,N.data,1623,18
395,11,169,10,668,7
395,11,169,N.data,1335,14
395,12,218,10,923,6
395,12,218,N.data,1937,16
395,13,107,10,468,5
395,13,107,N.data,881,15
395,14,103,10,476,6
395,14,103,N.data,811,14
395,15,93,10,422,5
395,15,93,N.data,759,17
395,16,93,10,548,8
395,16,93,N.data,778,16
395,17,167,10,944,6
395,17,167,N.data,1721,17
395,18,87,10,417,5
395,18,87,N.data,666,15
395,19,61,10,256,5
395,19,61,N.data,427,13
395,2,288,10,1143,6
395,2,288,N.data,2986,20
395,20,97,10,403,4
395,20,97,N.data,727,16
395,21,46,10,174,5
395,21,46,N.data,244,9
395,22,79,10,346,6
395,22,79,N.data,592,14
395,3,217,10,1284,7
395,3,217,N.data,2210,17
395,4,189,10,886,5
395,4,189,N.data,1851,20
395,5,208,10,869,5
395,5,208,N.data,1970,18
395,6,173,10,853,5
395,6,173,N.data,1860,22
395,7,143,10,986,8
395,7,143,N.data,1584,18
395,8,142,10,666,6
395,8,142,N.data,1304,16
395,9,134,10,673,6
395,9,134,N.data,1259,20
395,X,132,10,551,5
395,X,132,N.data,993,13
395,Y,21,10,86,6
395,Y,21,N.data,94,7
396,1,495,10,2733,6
396,1,495,N.data,6306,27
396,10,160,10,985,7
396,10,160,N.data,1827,21
396,11,164,10,857,6
396,11,164,N.data,1534,18
396,12,218,10,1048,5
396,12,218,N.data,2089,19
396,13,98,10,533,6
396,13,98,N.data,910,18
396,14,99,10,456,6
396,14,99,N.data,937,16
396,15,88,10,364,6
396,15,88,N.data,744,15
396,16,92,10,509,6
396,16,92,N.data,748,15
396,17,167,10,911,5
396,17,167,N.data,1680,18
396,18,83,10,398,6
396,18,83,N.data,672,15
396,19,58,10,324,6
396,19,58,N.data,437,13
396,2,271,10,1368,6
396,2,271,N.data,3324,25
396,20,95,10,323,5
396,20,95,N.data,695,17
396,21,41,10,171,6
396,21,41,N.data,225,10
396,22,81,10,436,6
396,22,81,N.data,697,14
396,3,217,10,965,6
396,3,217,N.data,2000,16
396,4,184,10,1101,7
396,4,184,N.data,1843,18
396,5,207,10,838,5
396,5,207,N.data,2193,19
396,6,169,10,769,4
396,6,169,N.data,1575,18
396,7,139,10,772,6
396,7,139,N.data,1400,21
396,8,133,10,669,6
396,8,133,N.data,1268,16
396,9,127,10,584,7
396,9,127,N.data,1030,15
396,X,131,10,607,6
396,X,131,N.data,1027,15
396,Y,22,10,88,6
396,Y,22,N.data,93,8
397,1,500,10,2326,6
397,1,500,N.data,7003,28
397,10,157,10,594,6
397,10,157,N.data,1468,19
397,11,165,10,640,5
397,11,165,N.data,1308,14
397,12,214,10,1048,7
397,12,214,N.data,2008,19
397,13,106,10,488,5
397,13,106,N.data,893,16
397,14,101,10,603,7
397,14,101,N.data,935,18
397,15,91,10,489,5
397,15,91,N.data,834,17
397,16,92,10,405,5
397,16,92,N.data,587,11
397,17,168,10,832,5
397,17,168,N.data,1477,17
397,18,83,10,359,6
397,18,83,N.data,586,11
397,19,60,10,398,8
397,19,60,N.data,529,16
397,2,287,10,1349,5
397,2,287,N.data,3179,22
397,20,95,10,377,5
397,20,95,N.data,715,18
397,21,43,10,237,9
397,21,43,N.data,294,14
397,22,78,10,375,5
397,22,78,N.data,617,15
397,3,211,10,1080,6
397,3,211,N.data,2143,18
397,4,179,10,854,4
397,4,179,N.data,1836,19
397,5,209,10,921,5
397,5,209,N.data,2191,24
397,6,170,10,873,5
397,6,170,N.data,1592,17
397,7,142,10,783,6
397,7,142,N.data,1347,19
397,8,139,10,610,5
397,8,139,N.data,1064,14
397,9,127,10,602,5
397,9,127,N.data,1073,17
397,X,129,10,474,6
397,X,129,N.data,980,17
397,Y,23,10,88,5
397,Y,23,N.data,97,7
398,1,508,10,2015,6
398,1,508,N.data,5589,19
398,10,160,10,798,5
398,10,160,N.data,1847,25
398,11,167,10,774,5
398,11,167,N.data,1524,16
398,12,219,10,1093,6
398,12,219,N.data,1935,16
398,13,103,10,462,6
398,13,103,N.data,777,12
398,14,100,10,462,6
398,14,100,N.data,902,17
398,15,88,10,397,7
398,15,88,N.data,666,13
398,16,93,10,535,8
398,16,93,N.data,764,14
398,17,167,10,584,9
398,17,167,N.data,1736,18
398,18,87,10,412,6
398,18,87,N.data,662,14
398,19,61,10,296,6
398,19,61,N.data,437,12
398,2,284,10,1792,7
398,2,284,N.data,3390,21
398,20,94,10,353,5
398,20,94,N.data,633,11
398,21,45,10,163,6
398,21,45,N.data,246,10
398,22,81,10,366,6
398,22,81,N.data,750,18
398,3,219,10,1254,7
398,3,219,N.data,2463,19
398,4,185,10,984,5
398,4,185,N.data,2504,26
398,5,208,10,918,5
398,5,208,N.data,1895,17
398,6,175,10,875,6
398,6,175,N.data,1630,16
398,7,143,10,778,6
398,7,143,N.data,1307,18
398,8,139,10,596,5
398,8,139,N.data,1102,14
398,9,130,10,524,5
398,9,130,N.data,1130,18
398,X,132,10,515,6
398,X,132,N.data,1104,17
398,Y,21,10,87,5
398,Y,21,N.data,94,7
399,1,503,10,2225,5
399,1,503,N.data,5864,24
399,10,154,10,765,6
399,10,154,N.data,1499,18
399,11,160,10,807,5
399,11,160,N.data,1454,18
399,12,215,10,923,7
