data.seed,n.segments,method,selected
46,20,"10-fold 10 times min err, min segs",15
46,20,"2-fold 50 times min err, min segs",20
46,20,"50% 100 times min err, min segs",19
46,20,"10% 100 times min err, max times",20
46,20,"10-fold 10 times min err, max times",20
46,20,"2-fold 50 times min err, max times",20
46,20,"50% 100 times min err, max times",20
46,20,"10% 100 times mean err, min err",21
46,20,"10-fold 10 times mean err, min err",20
46,20,"2-fold 50 times mean err, min err",21
46,20,"50% 100 times mean err, min err",21
47,1,10% 100 times penaltyExp -1 min loss,10
47,1,10-fold 10 times penaltyExp -1 min loss,10
47,1,2-fold 50 times penaltyExp -1 min loss,6
47,1,50% 100 times penaltyExp -1 min loss,6
47,1,10% 100 times penaltyExp -0.5 min loss,10
47,1,10-fold 10 times penaltyExp -0.5 min loss,10
47,1,2-fold 50 times penaltyExp -0.5 min loss,6
47,1,50% 100 times penaltyExp -0.5 min loss,6
47,1,10% 100 times penaltyExp 0 min loss,10
47,1,10-fold 10 times penaltyExp 0 min loss,10
47,1,2-fold 50 times penaltyExp 0 min loss,6
47,1,50% 100 times penaltyExp 0 min loss,6
47,1,10% 100 times penaltyExp -1 max freq,1
47,1,10-fold 10 times penaltyExp -1 max freq,1
47,1,2-fold 50 times penaltyExp -1 max freq,10
47,1,50% 100 times penaltyExp -1 max freq,1
47,1,10% 100 times penaltyExp -0.5 max freq,1
47,1,10-fold 10 times penaltyExp -0.5 max freq,1
47,1,2-fold 50 times penaltyExp -0.5 max freq,10
47,1,50% 100 times penaltyExp -0.5 max freq,1
47,1,10% 100 times penaltyExp 0 max freq,1
47,1,10-fold 10 times penaltyExp 0 max freq,1
47,1,2-fold 50 times penaltyExp 0 max freq,10
47,1,50% 100 times penaltyExp 0 max freq,1
47,1,"10% 100 times min err, min segs",1
47,1,"10-fold 10 times min err, min segs",1
47,1,"2-fold 50 times min err, min segs",1
47,1,"50% 100 times min err, min segs",1
47,1,"10% 100 times min err, max times",1
47,1,"10-fold 10 times min err, max times",1
47,1,"2-fold 50 times min err, max times",3
47,1,"50% 100 times min err, max times",1
47,1,"10% 100 times mean err, min err",9
47,1,"10-fold 10 times mean err, min err",7
47,1,"2-fold 50 times mean err, min err",3
47,1,"50% 100 times mean err, min err",3
47,2,10% 100 times penaltyExp -1 min loss,2
47,2,10-fold 10 times penaltyExp -1 min loss,2
47,2,2-fold 50 times penaltyExp -1 min loss,2
47,2,50% 100 times penaltyExp -1 min loss,2
47,2,10% 100 times penaltyExp -0.5 min loss,2
47,2,10-fold 10 times penaltyExp -0.5 min loss,2
47,2,2-fold 50 times penaltyExp -0.5 min loss,2
47,2,50% 100 times penaltyExp -0.5 min loss,2
47,2,10% 100 times penaltyExp 0 min loss,2
47,2,10-fold 10 times penaltyExp 0 min loss,2
47,2,2-fold 50 times penaltyExp 0 min loss,2
47,2,50% 100 times penaltyExp 0 min loss,2
47,2,10% 100 times penaltyExp -1 max freq,2
47,2,10-fold 10 times penaltyExp -1 max freq,2
47,2,2-fold 50 times penaltyExp -1 max freq,2
47,2,50% 100 times penaltyExp -1 max freq,2
47,2,10% 100 times penaltyExp -0.5 max freq,2
47,2,10-fold 10 times penaltyExp -0.5 max freq,2
47,2,2-fold 50 times penaltyExp -0.5 max freq,2
47,2,50% 100 times penaltyExp -0.5 max freq,2
47,2,10% 100 times penaltyExp 0 max freq,2
47,2,10-fold 10 times penaltyExp 0 max freq,2
47,2,2-fold 50 times penaltyExp 0 max freq,2
47,2,50% 100 times penaltyExp 0 max freq,2
47,2,"10% 100 times min err, min segs",1
47,2,"10-fold 10 times min err, min segs",1
47,2,"2-fold 50 times min err, min segs",2
47,2,"50% 100 times min err, min segs",1
47,2,"10% 100 times min err, max times",2
47,2,"10-fold 10 times min err, max times",2
47,2,"2-fold 50 times min err, max times",2
47,2,"50% 100 times min err, max times",2
47,2,"10% 100 times mean err, min err",2
47,2,"10-fold 10 times mean err, min err",2
47,2,"2-fold 50 times mean err, min err",2
47,2,"50% 100 times mean err, min err",2
47,5,10% 100 times penaltyExp -1 min loss,5
47,5,10-fold 10 times penaltyExp -1 min loss,8
47,5,2-fold 50 times penaltyExp -1 min loss,5
47,5,50% 100 times penaltyExp -1 min loss,5
47,5,10% 100 times penaltyExp -0.5 min loss,5
47,5,10-fold 10 times penaltyExp -0.5 min loss,9
47,5,2-fold 50 times penaltyExp -0.5 min loss,5
47,5,50% 100 times penaltyExp -0.5 min loss,5
47,5,10% 100 times penaltyExp 0 min loss,5
47,5,10-fold 10 times penaltyExp 0 min loss,9
47,5,2-fold 50 times penaltyExp 0 min loss,5
47,5,50% 100 times penaltyExp 0 min loss,5
47,5,10% 100 times penaltyExp -1 max freq,5
47,5,10-fold 10 times penaltyExp -1 max freq,5
47,5,2-fold 50 times penaltyExp -1 max freq,5
47,5,50% 100 times penaltyExp -1 max freq,5
47,5,10% 100 times penaltyExp -0.5 max freq,5
47,5,10-fold 10 times penaltyExp -0.5 max freq,5
47,5,2-fold 50 times penaltyExp -0.5 max freq,5
47,5,50% 100 times penaltyExp -0.5 max freq,5
47,5,10% 100 times penaltyExp 0 max freq,5
47,5,10-fold 10 times penaltyExp 0 max freq,5
47,5,2-fold 50 times penaltyExp 0 max freq,5
47,5,50% 100 times penaltyExp 0 max freq,5
47,5,"10% 100 times min err, min segs",2
47,5,"10-fold 10 times min err, min segs",2
47,5,"2-fold 50 times min err, min segs",5
47,5,"50% 100 times min err, min segs",5
47,5,"10% 100 times min err, max times",5
47,5,"10-fold 10 times min err, max times",5
47,5,"2-fold 50 times min err, max times",5
47,5,"50% 100 times min err, max times",5
47,5,"10% 100 times mean err, min err",5
47,5,"10-fold 10 times mean err, min err",5
47,5,"2-fold 50 times mean err, min err",5
47,5,"50% 100 times mean err, min err",5
47,10,10% 100 times penaltyExp -1 min loss,10
47,10,10-fold 10 times penaltyExp -1 min loss,10
47,10,2-fold 50 times penaltyExp -1 min loss,10
47,10,50% 100 times penaltyExp -1 min loss,10
47,10,10% 100 times penaltyExp -0.5 min loss,10
47,10,10-fold 10 times penaltyExp -0.5 min loss,10
47,10,2-fold 50 times penaltyExp -0.5 min loss,10
47,10,50% 100 times penaltyExp -0.5 min loss,10
47,10,10% 100 times penaltyExp 0 min loss,10
47,10,10-fold 10 times penaltyExp 0 min loss,10
47,10,2-fold 50 times penaltyExp 0 min loss,10
47,10,50% 100 times penaltyExp 0 min loss,10
47,10,10% 100 times penaltyExp -1 max freq,10
47,10,10-fold 10 times penaltyExp -1 max freq,10
47,10,2-fold 50 times penaltyExp -1 max freq,10
47,10,50% 100 times penaltyExp -1 max freq,10
47,10,10% 100 times penaltyExp -0.5 max freq,10
47,10,10-fold 10 times penaltyExp -0.5 max freq,10
47,10,2-fold 50 times penaltyExp -0.5 max freq,10
47,10,50% 100 times penaltyExp -0.5 max freq,10
47,10,10% 100 times penaltyExp 0 max freq,10
47,10,10-fold 10 times penaltyExp 0 max freq,10
47,10,2-fold 50 times penaltyExp 0 max freq,10
47,10,50% 100 times penaltyExp 0 max freq,10
47,10,"10% 100 times min err, min segs",8
47,10,"10-fold 10 times min err, min segs",6
47,10,"2-fold 50 times min err, min segs",9
47,10,"50% 100 times min err, min segs",9
47,10,"10% 100 times min err, max times",10
47,10,"10-fold 10 times min err, max times",10
47,10,"2-fold 50 times min err, max times",10
47,10,"50% 100 times min err, max times",10
47,10,"10% 100 times mean err, min err",10
47,10,"10-fold 10 times mean err, min err",10
47,10,"2-fold 50 times mean err, min err",10
47,10,"50% 100 times mean err, min err",10
47,15,10% 100 times penaltyExp -1 min loss,15
47,15,10-fold 10 times penaltyExp -1 min loss,15
47,15,2-fold 50 times penaltyExp -1 min loss,15
47,15,50% 100 times penaltyExp -1 min loss,15
47,15,10% 100 times penaltyExp -0.5 min loss,15
47,15,10-fold 10 times penaltyExp -0.5 min loss,15
47,15,2-fold 50 times penaltyExp -0.5 min loss,15
47,15,50% 100 times penaltyExp -0.5 min loss,15
47,15,10% 100 times penaltyExp 0 min loss,15
47,15,10-fold 10 times penaltyExp 0 min loss,15
47,15,2-fold 50 times penaltyExp 0 min loss,15
47,15,50% 100 times penaltyExp 0 min loss,15
47,15,10% 100 times penaltyExp -1 max freq,15
47,15,10-fold 10 times penaltyExp -1 max freq,15
47,15,2-fold 50 times penaltyExp -1 max freq,15
47,15,50% 100 times penaltyExp -1 max freq,15
47,15,10% 100 times penaltyExp -0.5 max freq,15
47,15,10-fold 10 times penaltyExp -0.5 max freq,15
47,15,2-fold 50 times penaltyExp -0.5 max freq,15
47,15,50% 100 times penaltyExp -0.5 max freq,15
47,15,10% 100 times penaltyExp 0 max freq,15
47,15,10-fold 10 times penaltyExp 0 max freq,15
47,15,2-fold 50 times penaltyExp 0 max freq,15
47,15,50% 100 times penaltyExp 0 max freq,15
47,15,"10% 100 times min err, min segs",13
47,15,"10-fold 10 times min err, min segs",13
47,15,"2-fold 50 times min err, min segs",14
47,15,"50% 100 times min err, min segs",15
47,15,"10% 100 times min err, max times",15
47,15,"10-fold 10 times min err, max times",15
47,15,"2-fold 50 times min err, max times",15
47,15,"50% 100 times min err, max times",15
47,15,"10% 100 times mean err, min err",15
47,15,"10-fold 10 times mean err, min err",15
47,15,"2-fold 50 times mean err, min err",15
47,15,"50% 100 times mean err, min err",15
47,20,10% 100 times penaltyExp -1 min loss,20
47,20,10-fold 10 times penaltyExp -1 min loss,20
47,20,2-fold 50 times penaltyExp -1 min loss,20
47,20,50% 100 times penaltyExp -1 min loss,20
47,20,10% 100 times penaltyExp -0.5 min loss,20
47,20,10-fold 10 times penaltyExp -0.5 min loss,20
47,20,2-fold 50 times penaltyExp -0.5 min loss,20
47,20,50% 100 times penaltyExp -0.5 min loss,20
47,20,10% 100 times penaltyExp 0 min loss,20
47,20,10-fold 10 times penaltyExp 0 min loss,20
47,20,2-fold 50 times penaltyExp 0 min loss,20
47,20,50% 100 times penaltyExp 0 min loss,20
47,20,10% 100 times penaltyExp -1 max freq,20
47,20,10-fold 10 times penaltyExp -1 max freq,21
47,20,2-fold 50 times penaltyExp -1 max freq,20
47,20,50% 100 times penaltyExp -1 max freq,20
47,20,10% 100 times penaltyExp -0.5 max freq,20
47,20,10-fold 10 times penaltyExp -0.5 max freq,21
47,20,2-fold 50 times penaltyExp -0.5 max freq,20
47,20,50% 100 times penaltyExp -0.5 max freq,20
47,20,10% 100 times penaltyExp 0 max freq,20
47,20,10-fold 10 times penaltyExp 0 max freq,21
47,20,2-fold 50 times penaltyExp 0 max freq,20
47,20,50% 100 times penaltyExp 0 max freq,20
47,20,"10% 100 times min err, min segs",19
47,20,"10-fold 10 times min err, min segs",16
47,20,"2-fold 50 times min err, min segs",20
47,20,"50% 100 times min err, min segs",20
47,20,"10% 100 times min err, max times",20
47,20,"10-fold 10 times min err, max times",20
47,20,"2-fold 50 times min err, max times",20
47,20,"50% 100 times min err, max times",20
47,20,"10% 100 times mean err, min err",21
47,20,"10-fold 10 times mean err, min err",20
47,20,"2-fold 50 times mean err, min err",21
47,20,"50% 100 times mean err, min err",20
48,1,10% 100 times penaltyExp -1 min loss,1
48,1,10-fold 10 times penaltyExp -1 min loss,1
48,1,2-fold 50 times penaltyExp -1 min loss,1
48,1,50% 100 times penaltyExp -1 min loss,1
48,1,10% 100 times penaltyExp -0.5 min loss,1
48,1,10-fold 10 times penaltyExp -0.5 min loss,1
48,1,2-fold 50 times penaltyExp -0.5 min loss,1
48,1,50% 100 times penaltyExp -0.5 min loss,1
48,1,10% 100 times penaltyExp 0 min loss,1
48,1,10-fold 10 times penaltyExp 0 min loss,1
48,1,2-fold 50 times penaltyExp 0 min loss,1
48,1,50% 100 times penaltyExp 0 min loss,1
48,1,10% 100 times penaltyExp -1 max freq,2
48,1,10-fold 10 times penaltyExp -1 max freq,2
48,1,2-fold 50 times penaltyExp -1 max freq,1
48,1,50% 100 times penaltyExp -1 max freq,1
48,1,10% 100 times penaltyExp -0.5 max freq,2
48,1,10-fold 10 times penaltyExp -0.5 max freq,2
48,1,2-fold 50 times penaltyExp -0.5 max freq,1
48,1,50% 100 times penaltyExp -0.5 max freq,1
48,1,10% 100 times penaltyExp 0 max freq,2
48,1,10-fold 10 times penaltyExp 0 max freq,2
48,1,2-fold 50 times penaltyExp 0 max freq,1
48,1,50% 100 times penaltyExp 0 max freq,1
48,1,"10% 100 times min err, min segs",1
48,1,"10-fold 10 times min err, min segs",1
48,1,"2-fold 50 times min err, min segs",1
48,1,"50% 100 times min err, min segs",1
48,1,"10% 100 times min err, max times",2
48,1,"10-fold 10 times min err, max times",2
48,1,"2-fold 50 times min err, max times",1
48,1,"50% 100 times min err, max times",1
48,1,"10% 100 times mean err, min err",1
48,1,"10-fold 10 times mean err, min err",1
48,1,"2-fold 50 times mean err, min err",1
48,1,"50% 100 times mean err, min err",1
48,2,10% 100 times penaltyExp -1 min loss,2
48,2,10-fold 10 times penaltyExp -1 min loss,2
48,2,2-fold 50 times penaltyExp -1 min loss,2
48,2,50% 100 times penaltyExp -1 min loss,2
48,2,10% 100 times penaltyExp -0.5 min loss,2
48,2,10-fold 10 times penaltyExp -0.5 min loss,2
48,2,2-fold 50 times penaltyExp -0.5 min loss,2
48,2,50% 100 times penaltyExp -0.5 min loss,2
48,2,10% 100 times penaltyExp 0 min loss,2
48,2,10-fold 10 times penaltyExp 0 min loss,2
48,2,2-fold 50 times penaltyExp 0 min loss,2
48,2,50% 100 times penaltyExp 0 min loss,2
48,2,10% 100 times penaltyExp -1 max freq,2
48,2,10-fold 10 times penaltyExp -1 max freq,2
48,2,2-fold 50 times penaltyExp -1 max freq,2
48,2,50% 100 times penaltyExp -1 max freq,2
48,2,10% 100 times penaltyExp -0.5 max freq,2
48,2,10-fold 10 times penaltyExp -0.5 max freq,2
48,2,2-fold 50 times penaltyExp -0.5 max freq,2
48,2,50% 100 times penaltyExp -0.5 max freq,2
48,2,10% 100 times penaltyExp 0 max freq,2
48,2,10-fold 10 times penaltyExp 0 max freq,2
48,2,2-fold 50 times penaltyExp 0 max freq,2
48,2,50% 100 times penaltyExp 0 max freq,2
48,2,"10% 100 times min err, min segs",1
48,2,"10-fold 10 times min err, min segs",1
48,2,"2-fold 50 times min err, min segs",1
48,2,"50% 100 times min err, min segs",1
48,2,"10% 100 times min err, max times",2
48,2,"10-fold 10 times min err, max times",2
48,2,"2-fold 50 times min err, max times",2
48,2,"50% 100 times min err, max times",2
48,2,"10% 100 times mean err, min err",2
48,2,"10-fold 10 times mean err, min err",2
48,2,"2-fold 50 times mean err, min err",2
48,2,"50% 100 times mean err, min err",2
48,5,10% 100 times penaltyExp -1 min loss,5
48,5,10-fold 10 times penaltyExp -1 min loss,5
48,5,2-fold 50 times penaltyExp -1 min loss,5
48,5,50% 100 times penaltyExp -1 min loss,5
48,5,10% 100 times penaltyExp -0.5 min loss,5
48,5,10-fold 10 times penaltyExp -0.5 min loss,5
48,5,2-fold 50 times penaltyExp -0.5 min loss,5
48,5,50% 100 times penaltyExp -0.5 min loss,5
48,5,10% 100 times penaltyExp 0 min loss,5
48,5,10-fold 10 times penaltyExp 0 min loss,5
48,5,2-fold 50 times penaltyExp 0 min loss,5
48,5,50% 100 times penaltyExp 0 min loss,5
48,5,10% 100 times penaltyExp -1 max freq,5
48,5,10-fold 10 times penaltyExp -1 max freq,5
48,5,2-fold 50 times penaltyExp -1 max freq,5
48,5,50% 100 times penaltyExp -1 max freq,5
48,5,10% 100 times penaltyExp -0.5 max freq,5
48,5,10-fold 10 times penaltyExp -0.5 max freq,5
48,5,2-fold 50 times penaltyExp -0.5 max freq,5
48,5,50% 100 times penaltyExp -0.5 max freq,5
48,5,10% 100 times penaltyExp 0 max freq,5
48,5,10-fold 10 times penaltyExp 0 max freq,5
48,5,2-fold 50 times penaltyExp 0 max freq,5
48,5,50% 100 times penaltyExp 0 max freq,5
48,5,"10% 100 times min err, min segs",2
48,5,"10-fold 10 times min err, min segs",3
48,5,"2-fold 50 times min err, min segs",5
48,5,"50% 100 times min err, min segs",5
48,5,"10% 100 times min err, max times",5
48,5,"10-fold 10 times min err, max times",5
48,5,"2-fold 50 times min err, max times",5
48,5,"50% 100 times min err, max times",5
48,5,"10% 100 times mean err, min err",5
48,5,"10-fold 10 times mean err, min err",5
48,5,"2-fold 50 times mean err, min err",5
48,5,"50% 100 times mean err, min err",5
48,10,10% 100 times penaltyExp -1 min loss,10
48,10,10-fold 10 times penaltyExp -1 min loss,10
48,10,2-fold 50 times penaltyExp -1 min loss,10
48,10,50% 100 times penaltyExp -1 min loss,10
48,10,10% 100 times penaltyExp -0.5 min loss,10
48,10,10-fold 10 times penaltyExp -0.5 min loss,10
48,10,2-fold 50 times penaltyExp -0.5 min loss,10
48,10,50% 100 times penaltyExp -0.5 min loss,10
48,10,10% 100 times penaltyExp 0 min loss,10
48,10,10-fold 10 times penaltyExp 0 min loss,10
48,10,2-fold 50 times penaltyExp 0 min loss,10
48,10,50% 100 times penaltyExp 0 min loss,10
48,10,10% 100 times penaltyExp -1 max freq,10
48,10,10-fold 10 times penaltyExp -1 max freq,10
48,10,2-fold 50 times penaltyExp -1 max freq,10
48,10,50% 100 times penaltyExp -1 max freq,10
48,10,10% 100 times penaltyExp -0.5 max freq,10
48,10,10-fold 10 times penaltyExp -0.5 max freq,10
48,10,2-fold 50 times penaltyExp -0.5 max freq,10
48,10,50% 100 times penaltyExp -0.5 max freq,10
48,10,10% 100 times penaltyExp 0 max freq,10
48,10,10-fold 10 times penaltyExp 0 max freq,10
48,10,2-fold 50 times penaltyExp 0 max freq,10
48,10,50% 100 times penaltyExp 0 max freq,10
48,10,"10% 100 times min err, min segs",9
48,10,"10-fold 10 times min err, min segs",8
48,10,"2-fold 50 times min err, min segs",10
48,10,"50% 100 times min err, min segs",10
48,10,"10% 100 times min err, max times",10
48,10,"10-fold 10 times min err, max times",10
48,10,"2-fold 50 times min err, max times",10
48,10,"50% 100 times min err, max times",10
48,10,"10% 100 times mean err, min err",10
48,10,"10-fold 10 times mean err, min err",10
48,10,"2-fold 50 times mean err, min err",10
48,10,"50% 100 times mean err, min err",10
48,15,10% 100 times penaltyExp -1 min loss,15
48,15,10-fold 10 times penaltyExp -1 min loss,15
48,15,2-fold 50 times penaltyExp -1 min loss,15
48,15,50% 100 times penaltyExp -1 min loss,15
48,15,10% 100 times penaltyExp -0.5 min loss,15
48,15,10-fold 10 times penaltyExp -0.5 min loss,15
48,15,2-fold 50 times penaltyExp -0.5 min loss,15
48,15,50% 100 times penaltyExp -0.5 min loss,15
48,15,10% 100 times penaltyExp 0 min loss,15
48,15,10-fold 10 times penaltyExp 0 min loss,15
48,15,2-fold 50 times penaltyExp 0 min loss,15
48,15,50% 100 times penaltyExp 0 min loss,15
48,15,10% 100 times penaltyExp -1 max freq,15
48,15,10-fold 10 times penaltyExp -1 max freq,15
48,15,2-fold 50 times penaltyExp -1 max freq,15
48,15,50% 100 times penaltyExp -1 max freq,15
48,15,10% 100 times penaltyExp -0.5 max freq,15
48,15,10-fold 10 times penaltyExp -0.5 max freq,15
48,15,2-fold 50 times penaltyExp -0.5 max freq,15
48,15,50% 100 times penaltyExp -0.5 max freq,15
48,15,10% 100 times penaltyExp 0 max freq,15
48,15,10-fold 10 times penaltyExp 0 max freq,15
48,15,2-fold 50 times penaltyExp 0 max freq,15
48,15,50% 100 times penaltyExp 0 max freq,15
48,15,"10% 100 times min err, min segs",13
48,15,"10-fold 10 times min err, min segs",10
48,15,"2-fold 50 times min err, min segs",13
48,15,"50% 100 times min err, min segs",15
48,15,"10% 100 times min err, max times",15
48,15,"10-fold 10 times min err, max times",15
48,15,"2-fold 50 times min err, max times",15
48,15,"50% 100 times min err, max times",15
48,15,"10% 100 times mean err, min err",15
48,15,"10-fold 10 times mean err, min err",15
48,15,"2-fold 50 times mean err, min err",15
48,15,"50% 100 times mean err, min err",15
48,20,10% 100 times penaltyExp -1 min loss,20
48,20,10-fold 10 times penaltyExp -1 min loss,20
48,20,2-fold 50 times penaltyExp -1 min loss,20
48,20,50% 100 times penaltyExp -1 min loss,20
48,20,10% 100 times penaltyExp -0.5 min loss,20
48,20,10-fold 10 times penaltyExp -0.5 min loss,20
48,20,2-fold 50 times penaltyExp -0.5 min loss,20
48,20,50% 100 times penaltyExp -0.5 min loss,20
48,20,10% 100 times penaltyExp 0 min loss,20
48,20,10-fold 10 times penaltyExp 0 min loss,20
48,20,2-fold 50 times penaltyExp 0 min loss,20
48,20,50% 100 times penaltyExp 0 min loss,20
48,20,10% 100 times penaltyExp -1 max freq,20
48,20,10-fold 10 times penaltyExp -1 max freq,20
48,20,2-fold 50 times penaltyExp -1 max freq,20
48,20,50% 100 times penaltyExp -1 max freq,20
48,20,10% 100 times penaltyExp -0.5 max freq,20
48,20,10-fold 10 times penaltyExp -0.5 max freq,20
48,20,2-fold 50 times penaltyExp -0.5 max freq,20
48,20,50% 100 times penaltyExp -0.5 max freq,20
48,20,10% 100 times penaltyExp 0 max freq,20
48,20,10-fold 10 times penaltyExp 0 max freq,20
48,20,2-fold 50 times penaltyExp 0 max freq,20
48,20,50% 100 times penaltyExp 0 max freq,20
48,20,"10% 100 times min err, min segs",17
48,20,"10-fold 10 times min err, min segs",18
48,20,"2-fold 50 times min err, min segs",19
48,20,"50% 100 times min err, min segs",20
48,20,"10% 100 times min err, max times",20
48,20,"10-fold 10 times min err, max times",20
48,20,"2-fold 50 times min err, max times",20
48,20,"50% 100 times min err, max times",20
48,20,"10% 100 times mean err, min err",20
48,20,"10-fold 10 times mean err, min err",20
48,20,"2-fold 50 times mean err, min err",20
48,20,"50% 100 times mean err, min err",20
49,1,10% 100 times penaltyExp -1 min loss,1
49,1,10-fold 10 times penaltyExp -1 min loss,1
49,1,2-fold 50 times penaltyExp -1 min loss,1
49,1,50% 100 times penaltyExp -1 min loss,1
49,1,10% 100 times penaltyExp -0.5 min loss,1
49,1,10-fold 10 times penaltyExp -0.5 min loss,1
49,1,2-fold 50 times penaltyExp -0.5 min loss,1
49,1,50% 100 times penaltyExp -0.5 min loss,1
49,1,10% 100 times penaltyExp 0 min loss,1
49,1,10-fold 10 times penaltyExp 0 min loss,1
49,1,2-fold 50 times penaltyExp 0 min loss,1
49,1,50% 100 times penaltyExp 0 min loss,1
49,1,10% 100 times penaltyExp -1 max freq,1
49,1,10-fold 10 times penaltyExp -1 max freq,2
49,1,2-fold 50 times penaltyExp -1 max freq,1
49,1,50% 100 times penaltyExp -1 max freq,1
49,1,10% 100 times penaltyExp -0.5 max freq,1
49,1,10-fold 10 times penaltyExp -0.5 max freq,2
49,1,2-fold 50 times penaltyExp -0.5 max freq,1
49,1,50% 100 times penaltyExp -0.5 max freq,1
49,1,10% 100 times penaltyExp 0 max freq,1
49,1,10-fold 10 times penaltyExp 0 max freq,2
49,1,2-fold 50 times penaltyExp 0 max freq,1
49,1,50% 100 times penaltyExp 0 max freq,1
49,1,"10% 100 times min err, min segs",1
49,1,"10-fold 10 times min err, min segs",1
49,1,"2-fold 50 times min err, min segs",1
49,1,"50% 100 times min err, min segs",1
49,1,"10% 100 times min err, max times",1
49,1,"10-fold 10 times min err, max times",1
49,1,"2-fold 50 times min err, max times",1
49,1,"50% 100 times min err, max times",1
49,1,"10% 100 times mean err, min err",1
49,1,"10-fold 10 times mean err, min err",1
49,1,"2-fold 50 times mean err, min err",1
49,1,"50% 100 times mean err, min err",1
49,2,10% 100 times penaltyExp -1 min loss,3
49,2,10-fold 10 times penaltyExp -1 min loss,3
49,2,2-fold 50 times penaltyExp -1 min loss,2
49,2,50% 100 times penaltyExp -1 min loss,2
49,2,10% 100 times penaltyExp -0.5 min loss,3
49,2,10-fold 10 times penaltyExp -0.5 min loss,3
49,2,2-fold 50 times penaltyExp -0.5 min loss,3
49,2,50% 100 times penaltyExp -0.5 min loss,2
49,2,10% 100 times penaltyExp 0 min loss,3
49,2,10-fold 10 times penaltyExp 0 min loss,3
49,2,2-fold 50 times penaltyExp 0 min loss,3
49,2,50% 100 times penaltyExp 0 min loss,3
49,2,10% 100 times penaltyExp -1 max freq,3
49,2,10-fold 10 times penaltyExp -1 max freq,3
49,2,2-fold 50 times penaltyExp -1 max freq,2
49,2,50% 100 times penaltyExp -1 max freq,2
49,2,10% 100 times penaltyExp -0.5 max freq,3
49,2,10-fold 10 times penaltyExp -0.5 max freq,3
49,2,2-fold 50 times penaltyExp -0.5 max freq,2
49,2,50% 100 times penaltyExp -0.5 max freq,2
49,2,10% 100 times penaltyExp 0 max freq,3
49,2,10-fold 10 times penaltyExp 0 max freq,3
49,2,2-fold 50 times penaltyExp 0 max freq,2
49,2,50% 100 times penaltyExp 0 max freq,2
49,2,"10% 100 times min err, min segs",1
49,2,"10-fold 10 times min err, min segs",1
49,2,"2-fold 50 times min err, min segs",2
49,2,"50% 100 times min err, min segs",2
49,2,"10% 100 times min err, max times",2
49,2,"10-fold 10 times min err, max times",2
49,2,"2-fold 50 times min err, max times",2
49,2,"50% 100 times min err, max times",2
49,2,"10% 100 times mean err, min err",3
49,2,"10-fold 10 times mean err, min err",3
49,2,"2-fold 50 times mean err, min err",3
49,2,"50% 100 times mean err, min err",3
49,5,10% 100 times penaltyExp -1 min loss,8
49,5,10-fold 10 times penaltyExp -1 min loss,8
49,5,2-fold 50 times penaltyExp -1 min loss,6
49,5,50% 100 times penaltyExp -1 min loss,6
49,5,10% 100 times penaltyExp -0.5 min loss,8
49,5,10-fold 10 times penaltyExp -0.5 min loss,8
49,5,2-fold 50 times penaltyExp -0.5 min loss,8
49,5,50% 100 times penaltyExp -0.5 min loss,8
49,5,10% 100 times penaltyExp 0 min loss,8
49,5,10-fold 10 times penaltyExp 0 min loss,8
49,5,2-fold 50 times penaltyExp 0 min loss,9
49,5,50% 100 times penaltyExp 0 min loss,9
49,5,10% 100 times penaltyExp -1 max freq,5
49,5,10-fold 10 times penaltyExp -1 max freq,5
49,5,2-fold 50 times penaltyExp -1 max freq,5
49,5,50% 100 times penaltyExp -1 max freq,5
49,5,10% 100 times penaltyExp -0.5 max freq,5
49,5,10-fold 10 times penaltyExp -0.5 max freq,5
49,5,2-fold 50 times penaltyExp -0.5 max freq,5
49,5,50% 100 times penaltyExp -0.5 max freq,5
49,5,10% 100 times penaltyExp 0 max freq,5
49,5,10-fold 10 times penaltyExp 0 max freq,5
49,5,2-fold 50 times penaltyExp 0 max freq,5
49,5,50% 100 times penaltyExp 0 max freq,5
49,5,"10% 100 times min err, min segs",3
49,5,"10-fold 10 times min err, min segs",2
49,5,"2-fold 50 times min err, min segs",5
49,5,"50% 100 times min err, min segs",5
49,5,"10% 100 times min err, max times",5
49,5,"10-fold 10 times min err, max times",5
49,5,"2-fold 50 times min err, max times",8
49,5,"50% 100 times min err, max times",5
49,5,"10% 100 times mean err, min err",8
49,5,"10-fold 10 times mean err, min err",7
49,5,"2-fold 50 times mean err, min err",8
49,5,"50% 100 times mean err, min err",7
49,10,10% 100 times penaltyExp -1 min loss,14
49,10,10-fold 10 times penaltyExp -1 min loss,14
49,10,2-fold 50 times penaltyExp -1 min loss,10
49,10,50% 100 times penaltyExp -1 min loss,11
49,10,10% 100 times penaltyExp -0.5 min loss,14
49,10,10-fold 10 times penaltyExp -0.5 min loss,14
49,10,2-fold 50 times penaltyExp -0.5 min loss,11
49,10,50% 100 times penaltyExp -0.5 min loss,13
49,10,10% 100 times penaltyExp 0 min loss,14
49,10,10-fold 10 times penaltyExp 0 min loss,14
49,10,2-fold 50 times penaltyExp 0 min loss,14
49,10,50% 100 times penaltyExp 0 min loss,15
49,10,10% 100 times penaltyExp -1 max freq,10
49,10,10-fold 10 times penaltyExp -1 max freq,10
49,10,2-fold 50 times penaltyExp -1 max freq,10
49,10,50% 100 times penaltyExp -1 max freq,10
